,text,category,label
2658,Bigil Left la poh Kaappaan Right la poh,Positive ,2
2659,Vendum vendum asuran pola padam vendum Enpt vendam,Positive ,2
2660,Sema BGM Semaya erukkum padam waitingle veri yeruthe,Positive ,2
2661,Othaaaaa poooluu mari iruku Graphics,Positive ,2
2662,V for vendetta dialogue An idea can t be destroyed,Positive ,2
2663,VenkateshDaggubati74 Is Asuran Remake All The Best Venky Sir,Positive ,2
2664,OMG Thalaivar vera level Love you thalaiva,Positive ,2
2665,Gud thaan but Elam kolapura mathiri iruku,Positive ,2
2666,Katha than mukkiyam ana trailer semma,Positive ,2
2667,Ivaru tha hero mathavanka LA zero va title yosika therila Ivan kuda action king vera pathu ena nadaka pokutho,Negative ,0
2668,Omg Yarellam Thala Ya Pakka Wait Panninga,Mixed_feelings ,1
2669,Tik Tok Thala veriyan selvasaisaran,Positive ,2
2670,Thalaivaaaaaa Ne matum than nadigan ne matum than super star,Mixed_feelings ,1
2671,Vera Vera Vera level doi mass music Pakka,Positive ,2
2672,Movie Tamil memang best terbaik Ajith,Positive ,2
2673,Video start aguradhuku munnadiye like poten Happy to see Prakash Raj sir back,Positive ,2
2674,Sweet saapda pooram pongal vera lvl la erukkum,Positive ,2
2675,Views got stuck on 70k,Mixed_feelings ,1
2676,Trailer marana mass FdFs poravanga therikkavidunga Saadha sk padam naale comedy yaathaan irukkum Anna ithu different script Next level Sk,Mixed_feelings ,1
2677,Racha rambola tala luv u from hyd,Positive ,2
2678,Nerkonda Paarvai vs pink who is best,Mixed_feelings ,1
2679,58k dislike pottavan tha kadasi vasanthuku vekka padanum,Positive ,2
2680,Ayooo Thala lv u Thala Sema mass Thala look Sema smiling face with 3 hearts smiling face with 3 hearts,Positive ,2
2681,I like karthick subburaj direction karthick subburaj gets rocks,Mixed_feelings ,1
2682,Sure blockbuster Congrats from thalapathy fans Lokesh kanagaraj,Mixed_feelings ,1
2683,Enga thalaivar eppavumme masss nu sollravanga mattum hit like pannitu ponga,Negative ,0
2684,Trialer super maran padam vettiri pera valthukal,Positive ,2
2685,Thala indha look la semaya irukkaru star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2
2686,Rasanai illadha pullingow apdi enna korai ah kandu pudichitanga indha video lae dislike panra alavukku,Positive ,2
2687,U1 tharamana sambavam aug 10 apa papinga,Positive ,2
2688,Enna da trending laye kaanom,Positive ,2
2689,Rowdy ingala hero va katti vanmuraiya thundarady vetrimarnukku velaya pochi Yevlo Enda nattukku thevayana Nalla karuthukala vachi flim edukalamla,Negative ,0
2690,Thalaaa maranaaa masssss love u thalaaaa,Positive ,2
2691,Sad to say but seems like rekka 2 hope I m wrong,Mixed_feelings ,1
2692,U1 bgm vera level thala vera level acting,Positive ,2
2693,Scene like remake from hindi movie PINK,Positive ,2
2694,A MAGNUM OPUS FILM FI FILM MAKING IN ZERO BUDGET,Negative ,0
2695,Intha trailer la neega like rajini kaga pada venna oru tamilan padaippu kaga podunga,Mixed_feelings ,1
2696,Unlike panradhukkune wait pannittu irundhurukkanunga 13k padunga,Negative ,0
2697,Thalaivar style la sollanum na trailer WOW,Positive ,2
2698,Oruthan mela visvasatha katrathu kaga innorthara asinga paduthuringa,Positive ,2
2699,Enagada YouTube inum trending la add panama irukinga,Mixed_feelings ,1
2700,Sema masss Rajini Vjs combo marana waiting,Negative ,0
2701,Objection enna voice paa marubadium pananum pola iruku,Positive ,2
2702,Yarellam note paninga teejey movie la vandharunu thinking face thinking face,Positive ,2
2703,THALA always masss Ippo sollava venum U1 music vera level ah irukkum,Positive ,2
2704,En innum trending la varala Ennada panringa YouTube fellows,Mixed_feelings ,1
2705,Super video and super star mass,Positive ,2
2706,Thala look Vera level LA eruku,Positive ,2
2707,Trending la namba Thala trailer thaa num1,Positive ,2
2708,Ranga Raj panday sir action super,Positive ,2
2709,Dhanush Anna vera level u look awesome,Positive ,2
2710,Bollywood movie Pink remeke lol,Mixed_feelings ,1
2711,Ajith Thalathala nu irukaru nalla gummunu,Positive ,2
2712,thalaivaaa enna ethu epdi chinna payyan mathiri petta paraak,Positive ,2
2713,Entha padathile vikramkku robba dialogue s ellai,Positive ,2
2714,Akshay Kumar new trailer Kadak look,Mixed_feelings ,1
2715,Amy Jackson ka naam mention nahi kya,Positive ,2
2716,Kola kaandla irukken mavana kollama vida maatten sama mass dialogue,Positive ,2
2717,Koor konda parvai Ajith eppavum first ethilium best,Positive ,2
2718,Thalaivar matum tha petta paraaaaaak,Positive ,2
2719,Dislike potavaagaa unaga vijay 63 varapa paarugadaa 300k dislikess,Mixed_feelings ,1
2720,Trailer last dialogue to dir ranjith Oruthar mela vishwasam kaatrathuku inoruthara yen asiga paduthuringa,Positive ,2
2721,Release kulla 15 million views varanum bro,Positive ,2
2722,Masss trailer Antha 26k dislikes pannavangalam yaaru Samy nengalam epdithan ungaluku Padam edukanum ithuku mela,Positive ,2
2723,mgr kitta rajini yala umba kuda mudiyathu ha ha,Negative ,0
2724,10 Milion views ku waiting,Positive ,2
2725,Dei 10 million views dhan pa vandhurukku Vera yaarumae illaya pa,Positive ,2
2726,I am weiting thala mass speechnig thala veriyan,Positive ,2
2727,Shivakumar be like thambi Shankar ethu en kadha Akshay had done my role,Mixed_feelings ,1
2728,Enga Thala epovum mass thaan,Mixed_feelings ,1
2729,The lion thani kaatu raja yanga thala,Positive ,2
2730,Thala fans idhu pathadhu innum neraya neraya neraya venum,Positive ,2
2731,Adiye Meera ni vikram vedhala Madhavan kuda nadichavathana athan un nilama ipdi,Positive ,2
2732,Vetrimaran sir matum tha unaku hit kodupaaruu Sariya avara vituraatha,Mixed_feelings ,1
2733,Ithula vara ovvoru dialogue un enga dala ya pathu solra mathiri iruku,Positive ,2
2734,Evlo girls intha trilar pathutu like potinga link share paninga like panunga,Positive ,2
2735,Karthi kailii vettii kattitu naducha Padam hit and blockbuster thann Antha varusaiyil ithuvum ondruuu,Mixed_feelings ,1
2736,Thala pole varumaaa Ore oru thala dhaaaaa Aaattam inime aarambika pokith machiii Picture abhi baakki hai bhaayi,Positive ,2
2737,voice powerful neraya neraya neraya neraya neraya,Positive ,2
2738,Bigil trailer ah pathutu vanthavanga evloo per,Positive ,2
2739,viswasam enga poga poguthunu theriyalaya PETTA PARAAK,Positive ,2
2740,692 k likes reached aairuku,Positive ,2
2741,Nalla irrundha manusana ippadi pannitenga Leh da U1 sathiyama wasted this movie,Negative ,0
2742,Padipu avasiyam tha but system serila pa,Positive ,2
2743,Unga kooda poi sasikumar ah chee,Negative ,0
2744,Eduthu vainga Da ellam award aiyum,Positive ,2
2745,Ithu ega ariyavila eduthathi epadii call me hand call me hand,Positive ,2
2746,Anna vida thambi nalla kathaila nadikraru,Positive ,2
2747,i think ajith just makes a guest role,Positive ,2
2748,Music semma Tq u SAM C S,Mixed_feelings ,1
2749,Viswasam trailer needs 20k likes to reach 1 4m likes,Positive ,2
2750,FIRST DAY FIRST SHOW FOR KAITHI MOVIE,Negative ,0
2751,Control panna mudiyala Waiting la veri yerudhu,Positive ,2
2752,love u rajni sir,Positive ,2
2753,Trailer ela semmaya dha iruku aana SK va patha dha super hero feel vara matikudhu,Mixed_feelings ,1
2754,i love ajith from andhra pradesh,Positive ,2
2755,It s not looks like a Ajit range of movie,Mixed_feelings ,1
2756,663 my view I am Telugu die hard fan of Rajini sir the horns sign of the horns the horns sign of the horns,Positive ,2
2757,iyoo therikuthu enna style ah irukaru ya thalaivar uhu,Positive ,2
2758,Ye to Pink movie ki tarah lag rahi h,Positive ,2
2759,Thalapathy 64 Director Lokesh Kanagaraj Like Pannunga Actor Karthi Like Fans,Positive ,2
2760,Sri mahalakxmi tealugu movie full movie dibieng,Negative ,0
2761,Kola gaandule iruken mavane kollame vidamaten thalaivar vere level,Negative ,0
2762,INDvsPak aavathu mudiyavathu Waiting 4 10M views,Positive ,2
2763,Remake of Ellam avan seyal movie,Positive ,2
2764,Vikram nadichale adu vera level movie tan,Positive ,2
2765,Mass Vjs Veere veere level,Positive ,2
2766,Thaliva semma dialogue vera leavel,Positive ,2
2767,I will set ur screens on,Negative ,0
2768,Vetri maran dhaush legendry combo padipa matum namba Kita irnthu edthukave mudiyathu true,Positive ,2
2769,vijay sethupathi ah sariya kataleya iam mode out hw many r nt satisfied hit a like,Positive ,2
2770,THALA always masss Ippo sollava venum Y1 music vera level ah irukkum,Positive ,2
2771,Intha 10 star kamicha than trailer Ana orae ala kamichi trailer oduthu trending la yarnu ellarukum theriyum,Positive ,2
2772,Trailer vara levela erku apo thalaphty 64 epdierkum bigil and Kaithi marana mass movieya erkapoguthu,Mixed_feelings ,1
2773,0 48 to 1 00 yuvan rocks,Positive ,2
2774,Yenakkennamoo Dark Knight patha mariyee irukku,Positive ,2
2775,orutharmela neenga visuwasam kaatrathukaka inorthara edhuku asinga paduthuringa,Positive ,2
2776,Namaku thavayanatha namba than adichu vankunum,Positive ,2
2777,Nangalum un mela kola kandulathan erukom Odi poidu,Negative ,0
2778,Petta trailer mass VISWASAM TRAILER MARANA MASS,Positive ,2
2779,Nerkonda paarvai mix with Kolaikaaran BGM,Mixed_feelings ,1
2780,Sir Thalaivar name kooda ilaya Super Star pattam Irunthuruntha innum Vera Level la Irunthurukkum,Negative ,0
2781,Thala tucker Kola Mass,Positive ,2
2782,Thala mass chance illa vera level thala veriyan,Positive ,2
2783,Vera level trailer waiting 4r movie finshing super kolaaa ganngula irruken sema,Positive ,2
2784,Vetri kootani nu marupadiyum nirupichirukku padam asurathanam,Positive ,2
2785,Va Nadippin Naygan chiyaan vikram MASS hugging face hugging face,Positive ,2
2786,Ethuvarai ulagil vera entha trailarum en thalaivar movie 2 o trailer pola illa,Positive ,2
2787,Ayyoo yennala oru like ku mela poda mudiyalaye,Mixed_feelings ,1
2788,Hahaha last dialogue with malaysian language,Negative ,0
2789,GV pesama nee music laye irupa athuthan unaku Nalla varuthu,Positive ,2
2790,Asuran trailer no 1 go nice good,Positive ,2
2791,Thalaivaa unakku nigar nee mattum than love you thalaivaa marana waiting 19 th july,Negative ,0
2792,best wishes to the team saavaratha iruntha sanda pottu saavanum sir kaalila vizhundhu saava koodathu,Positive ,2
2793,Athanala than India la superhero illiya enga Ella mugup panni vanthi edukura case,Mixed_feelings ,1
2794,Veera maas Thalaiva Die Hard Fan From Andhra,Negative ,0
2795,Thala yoda dialogue delivery ovvonrum sema mass Vera level Thala you are great,Positive ,2
2796,Oruthar mela viswasam kaata kaasu thudtu money mathavanga mela yean pazhili poduringa Correct thala,Negative ,0
2797,Response koreva irukku nu nenaikkathingge after movie release vera level le block buster agum,Positive ,2
2798,I am STR ßlood nkp vera level thala mass,Positive ,2
2799,Ajith morratu veriyans hit like here guys,Positive ,2
2800,45k dislike kunji boy fans,Negative ,0
2801,Trailer therikudhu Thool parakudhu Coming pongalukku petta paaaraaak,Negative ,0
2802,VS annan eppothum semma Love from kerala,Positive ,2
2803,Trailer hey pakka verithanama iruku padam epudi iruka pothey intha deepavali kaithi deepavali than,Positive ,2
2804,OruthaR mela Neenga Visvasam kaatrathukaaga face with monocle face with monocle Inorthara yen neenga asingapaduthringa Thala,Positive ,2
2805,Ajith Fans Dislike Panna Mattum Pongal Ku Varama Poiduvom Ah,Positive ,2
2806,Thalaivan yeppavume vera level tha,Positive ,2
2807,Thala mass Eva enna venalum sollatum Engaluku bayam illa,Positive ,2
2808,Karthik amazing thalaiver Rajini so young look semma Pongal Marana mass than hugging face hugging face,Positive ,2
2809,Mass semmayya iruggu super star style mass than,Positive ,2
2810,Thala in NERKONDAPARVAI padam vetri pera thalaivar rasigargalin sarbaga valthukal,Positive ,2
2811,Sema sema Ajith na pakka mass,Positive ,2
2812,Jai thalaiva 68 la superb style,Positive ,2
2813,Enna da jentelman Padatha thirumbha eaduthu vachirukkinga,Mixed_feelings ,1
2814,Ennangada kgf bgm ha modify pannittingala,Negative ,0
2815,Guys Dailyu Atleast 10 times aavathu paarunga please views romba kamiyya irukku,Negative ,0
2816,Thalaiwaaaaaaa Va va va ipo vaangadaww,Positive ,2
2817,petta visvasam pongal get ready fans parrrraaaaakkksampavam sirappu,Positive ,2
2818,2 0 Trailer Likes 24 hrs Tamil 369k likes Hindi 367k likes Telugu 143k likes Total 879k likes,Mixed_feelings ,1
2819,Thala Da Vera Evan Da,Mixed_feelings ,1
2820,Thalaivar padam velli villa kaana valthukkal by THALA VERIYAN VENKAT,Positive ,2
2821,Dhanush Fans Mattum Like here,Positive ,2
2822,ennna ba innam trending la ye varala,Mixed_feelings ,1
2823,Pink Remake Than But Paravalla Thala Nala Pakalam,Positive ,2
2824,Enna da elarum Vanda Vandaya kilicha aprom trend aagudhu sun pictures kekadha kadhuku headset ah,Negative ,0
2825,Thala Are you vergin Viewers ahaa naama play boy girl nu ivarakkum terinchiduchaa,Negative ,0
2826,Nkp kaasukudhu viewsa buy Panala idhu nearmaaiya kidaitha views,Positive ,2
2827,Q a q q q nhi upload krte ho yaar my rajni boss,Negative ,0
2828,Nanum movie paka kola gandu la iruken,Positive ,2
2829,Nangge thala fans da vijay 63 kuda nangge support panuvum Tamilan da Ennore tamilanne kille thaliyude mathum,Positive ,2
2830,Sema trailer a Shankar sir film bgm sema,Positive ,2
2831,Innum neraya neraya neraya likes varranum,Positive ,2
2832,VERA LEVEL SK ANNA MARANA WAITING ANNA MOVIE KU,Negative ,0
2833,Thala Vera level u1ana bgm bangam da,Positive ,2
2834,marana mass full an full vera leval entry,Positive ,2
2835,Trending no 1 varanum Thala Fans,Positive ,2
2836,Pink movie ajith sir version,Positive ,2
2837,Thalaivar oda style mass yella ithu la tha muzhusa pakka porom romba naal appro,Positive ,2
2838,Msssss thala yanga kadaul thala,Mixed_feelings ,1
2839,Adei ethukuda intha velai,Negative ,0
2840,ENRUM THALA AJITH enrum thala thala thala thalathan solaravanga ellarum oru like podunga,Positive ,2
2841,72 k view 76 k like,Mixed_feelings ,1
2842,sema vfx Shankar sir great,Positive ,2
2843,Ena da Thala trailer trending num 2 nu kaatuthu y yena achu,Positive ,2
2844,Neenga vilayatunathu enkita illa eman Kita super dialogue,Positive ,2
2845,neraya neraya neraya neraya neraya neraya,Positive ,2
2846,Mark my words tamil cinema ku set agathu oru padam,Negative ,0
2847,Vera level Yaaru ellam marana waiting la irrukkurathu,Positive ,2
2848,Theater Kaliyala Ranakalam Avapothu THALAIVER ROCKSSSSSSSSSSSSSSSSSSSSSSSS,Positive ,2
2849,Trailer nalla irukke super thalaiva Rajini young ah irukkar,Negative ,0
2850,Viswasam vs petta the horns sign of the horns the horns sign of the horns Tharamana sambavam iruku call me hand call me hand,Mixed_feelings ,1
2851,Petta parak thalaivaaaaaaaaa we love you,Positive ,2
2852,Paaaaa thaaru maaru Thala,Positive ,2
2853,Veraaa maari acting ah paakka poringa guys,Positive ,2
2854,I want u1 luv song pls,Positive ,2
2855,Akshay Kumar ku pathila selfie SIVAKUMAR aa potrukalam character perfect a suit aagum,Negative ,0
2856,Rangaraj Pandey rockzzzz hugging face hugging face Welcome to Tamil cinema,Positive ,2
2857,THALA 60 ku yaru waiting panriga like pannuga,Positive ,2
2858,BGM Vera level iruku u1 love u,Positive ,2
2859,itna ghatiya hai trailar lag raha hai ko tv serial dekh rahe hai thu hai aise trailar par,Negative ,0
2860,Lets give a like for Nerkonda Paarvai,Positive ,2
2861,Arjun real hero super sir salute sir,Mixed_feelings ,1
2862,Thala acting king nkp Vera level mass,Positive ,2
2863,Pakkka thala I luv u by surya fan,Positive ,2
2864,Ovvoru framum supera iruku vaazhtukkal Shankar sir,Mixed_feelings ,1
2865,0 51 Sec Hollywood level la iruku,Negative ,0
2866,Dei yennathan negative a sonnalum Thala orutharukaga padam hit aagum aathuku naanga irukom,Positive ,2
2867,Kaipulla Vijay Twitter la Trending agudhu,Positive ,2
2868,Yarellam Neraya Neraya Neraya Thadava Pakuringa,Positive ,2
2869,Thala mass I love you Anna,Positive ,2
2870,Ethuna Peru enga Advocates irukiga pullaarikuthu scene lam,Positive ,2
2871,Padam vera level la irukkum pola Conform 250 crores box office,Positive ,2
2872,Apdiyellam nadakadhu nadaka koodadhu look at his eyes wow,Mixed_feelings ,1
2873,Ellam ok ana last la dha,Positive ,2
2874,Mass na mass pakka mass petta trailer,Positive ,2
2875,Mass thala Appidi onnum nadakka koodathu Ho Ho ho Fantastic,Positive ,2
2876,Vijay sukran padathula vantha Maari thala NKP la,Mixed_feelings ,1
2877,Give one like to rajnikanth fans,Positive ,2
2878,Real Time 5million views Petta Paraak,Positive ,2
2879,Thalaivar is only one super one thalaivaaaaa,Positive ,2
2880,Thala AJITH KUMAR Sir Nerkondapaarvai Marana waiting Da,Positive ,2
2881,Thalada Thalaya Minja Tamil Naatla Veara Ewanda thinking face thinking face,Positive ,2
2882,664 k likes vanthuru marana massss thalaiver verithanam,Positive ,2
2883,Moratu mass karthi Sam done good,Positive ,2
2884,trailer BGM vera level asuran vettai arambam,Positive ,2
2885,2 o tamil cinema milestone if u agree like,Positive ,2
2886,Asuran trailer 2M good good,Positive ,2
2887,trailer vantha Entha padamum diwaliki varlanu solliduvaanga paakringala Only for Thalapathy,Mixed_feelings ,1
2888,Intha pundaiku than built up da,Negative ,0
2889,Marana mass Thrilling haa irruku pola SK Anna I love u naa,Mixed_feelings ,1
2890,THALA Fan FROM Belgium,Positive ,2
2891,I Hope Hero Not Become Mugamoodi 2,Mixed_feelings ,1
2892,Dai ena Padam Da eduthu vaichurukenga Tha Sama Da,Mixed_feelings ,1
2893,SUPER STAR only rajani sir SEMA mass hugging face hugging face,Positive ,2
2894,first flope of sjankar sir flope movie,Negative ,0
2895,Why likes go slow thala bloods 1M likes varuma,Positive ,2
2896,780k likes on d way,Positive ,2
2897,Manju mam super performance love you,Positive ,2
2898,Monkeys Like here Donkeys Comment,Negative ,0
2899,6 days after coming fans 6 01 PM,Positive ,2
2900,kevala ma erku padam flop than,Positive ,2
2901,But thala gethu energy epovu korayala,Positive ,2
2902,உத ்யநதி ஸ ்டாலின் red giant movies sun tv sun tv corporate crimina,Negative ,0
2903,keka love from telugu rajini fans,Positive ,2
2904,Enga ore star thalaivar super star rajinikanth massss Vera leaval thalaiva mass pakka massssss,Positive ,2
2905,Vikaram sir bgm pullu arikkithu marana mass waiting,Positive ,2
2906,Thalaivar dhanush anna,Positive ,2
2907,Dislike pannavagala paathi pearu vijai blood poaaala,Negative ,0
2908,Sema Anna sema Anna sema Anna,Mixed_feelings ,1
2909,Simbhu rasikan yethana per paka vanthurikingha potra like ah,Positive ,2
2910,What a trailer indian cinema va vera level ku kondupoga poguthu intha film Akshay kumar vera level Superstar,Negative ,0
2911,Oruthar mela viswasam katradhukaga innoruthara asinga paduthurom,Mixed_feelings ,1
2912,Namakku thevai aanantha namma thaan adichu pudunga um,Positive ,2
2913,2 06 vig kaiyoda vandhudumonu bayandhuten,Negative ,0
2914,dhanush anna kola maas edukangada award a enga thalaiku,Positive ,2
2915,VIJAY ANNA FROM KARNATAKA KICCHA SUDEEPA ANNA DIE HARD FANS ENERGETIC TRAILER,Positive ,2
2916,Addda dda yena trailer paa idhu,Positive ,2
2917,thirunelveli thala veriyarkal oru like podunga,Positive ,2
2918,ajith Sir neenga Vera level sir,Positive ,2
2919,yov poya ethanai Thadava than paakurathu Vera vela seiya vida maaturaru intha Aalu,Negative ,0
2920,ada paveegala eppadi iruntha manusana ippadi akiteengalada,Positive ,2
2921,Superb look rajini sir and very stylish,Positive ,2
2922,Ayoo Thala waiting la ya veri avuthu,Positive ,2
2923,2 08 to 2 10 gun rotating style semma super,Positive ,2
2924,Romba nal aparam oru sirapana trailer,Positive ,2
2925,1 55 sema thala super ah sonninga,Positive ,2
2926,Rip Krish Thor Iron man Sakthimaan Badman,Mixed_feelings ,1
2927,Indha maadhri padam paathu yevlo varusham aagudhu,Positive ,2
2928,Trailer naa ipti irukanu kappan nu oru trailer vittangale oru feel ye kedaikala athula irunthu Chai,Negative ,0
2929,326K likes in 1 HOUR,Positive ,2
2930,Diwali ye inaku vantha maathiri iruku,Positive ,2
2931,Ipo trending no 1 la entha trailer iruku,Positive ,2
2932,Rajini ah Romba ilamai ya katna Karthik subburaj ku oru,Positive ,2
2933,Konjam mathungada otha like commentunu enda unakae theriyadha like dhan varum Gotha,Negative ,0
2934,Thala padam karuththu athigama tha irukkum,Positive ,2
2935,Thalaaaaaaaaaaa I m waiting for big screen marana waiting,Positive ,2
2936,Thalaivaaaaaa nenga nadichute irukanum ipdi Mass ah Atha nanga paathu rasichute irukanum thalasivaaaa Love you thalaivaaaa,Positive ,2
2937,End ley dialogue purinjitha appo sandaiya neeruthunga da pakkigala,Positive ,2
2938,Amy Jackson fans kill like button,Negative ,0
2939,Adhaan narachu pocheyyy aprm enna naraya naraya naraya nu kathura,Negative ,0
2940,Kajal Fans Subscribe,Positive ,2
2941,engalukku arasiyal rajini dhan pidikkadhu acting la semmaa Thalaivaa,Positive ,2
2942,Ejjaathy padam villain voice anyaaayam,Positive ,2
2943,OMG kola masssssss thalaiva aaaaaa super,Positive ,2
2944,ena patamo ethala poiyarunga paappa ajith fans mattuntha poi pakkanum,Positive ,2
2945,Dislike pannavan Ellamea raththam kakki saavaan,Negative ,0
2946,ONE MAN ARMY THALIVER MASS LEVEL,Positive ,2
2947,Super Vijay Sethupathi from a Telugu fan Makkal selvan Da the horns sign of the horns the horns sign of the horns,Positive ,2
2948,Enna nadipu ennaa manushan yaa thala na thalaa taan,Positive ,2
2949,Bgm is like kaala poraduvom song,Positive ,2
2950,shabaaa ena style ma gun suthuradhu yabba sami inoruthan porandhukuda vara mudiadhu thalaivaa,Negative ,0
2951,BGM Ku oru like poduga,Positive ,2
2952,Unmai aana Thala fana irundha like pannunga,Positive ,2
2953,BulShit akshay tum say tu yeh umeed nahi the,Negative ,0
2954,Andha last dance ku ellaarum oru ò podungappa,Positive ,2
2955,Ini YouTube trending la en thala dha so parthutea irukalam,Positive ,2
2956,yuvan nengala manusana ennaaaaa adi therinkka vittinga ponga smiling face with 3 hearts smiling face with 3 hearts star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2
2957,Daii Rajamoulii Summa Irunthaa Singathaa Thatti Ezhupitiyee Daaww Shankar Vera Level Pannirukuraru Daww Eppaaaa Hollywood la illa Ithu Athuku melaaa,Positive ,2
2958,2days kalachi trending la varaa modhal padam nu nenaikuren,Positive ,2
2959,Intha movie ku kandipaa problm varum Because nalla movie ellathukum problm varum Its a masss movie mass bgm,Mixed_feelings ,1
2960,Katta waiting in keralaa SK fansss,Positive ,2
2961,Paruthiveeran getup la Karthi ah epo Papom nu wait panuavaga like panuga,Positive ,2
2962,ln 9 minutes 88k likes Ajith sir fans like here,Positive ,2
2963,ENPT movie ku yethana peru weit panringa ‍,Negative ,0
2964,News 7 porampoku idha sarkar kuda compare pandran Sarkar vera level 2 0 vera level,Negative ,0
2965,Sankar sir love yu sir Flimsy Media FlimsyMedia,Positive ,2
2966,Rajini periyapa ninga yeppavume mass tha,Mixed_feelings ,1
2967,Marana Mass level super star,Negative ,0
2968,Mavane kola kaandula iruken kollama vida maten star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes always showing his class and mass,Positive ,2
2969,tiger is back wadakam rajnikant ana,Positive ,2
2970,asuran aadukalam pudupettai wada chennai yellame ore madirida,Positive ,2
2971,Blacksheep Namma pasanga valaradha paaka evlo sandhoshama irukku blacksheep kuttymoonji ayaz,Positive ,2
2972,Enna da fight scene la vachurukkenga,Positive ,2
2973,Age is just a number Thalaivaaaa,Positive ,2
2974,Vera level from Karnataka fan Thala fans raised back of hand raised back of hand,Positive ,2
2975,This gonna be average film like sindubath rekka for VJS,Negative ,0
2976,90s kids ku Padaiyappaku apram oru tharamana padam,Positive ,2
2977,Aiyoo vera leval thalaaa mass,Positive ,2
2978,Evankum anjatha Aluya enga thala,Positive ,2
2979,Itha kadhai nu trailer eh solita mathri iruku,Mixed_feelings ,1
2980,Teaser pathutu olu otavanungala oora vitu odungada,Negative ,0
2981,THALA FILM KU VERITHANAMANA MUSIC BGM KODUKARATHU YUVAN AGREE,Positive ,2
2982,Thala da vera laval yuvan musice super,Positive ,2
2983,any telugu guys jai ajith sema masss da,Positive ,2
2984,Story ku sema expectation irukku Ana last la en da Blade krish the dark knight moonuthaiyum bit adichirukkeenga,Positive ,2
2985,Last scene he is looking like nani Ssrk rocks,Positive ,2
2986,Dei vengigala oru trailer kuda oluga eduka mudiyatha,Positive ,2
2987,Yarellam dhanush sir ah bayandhu pathinga,Positive ,2
2988,sivakarthikeyan arjun lots of love frm kerala 3,Positive ,2
2989,Sk fans from Karnataka State star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes smiling face with 3 hearts smiling face with 3 hearts star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2
2990,Dislike potavanga nalaiku kalaila trending la parunga With Respect from Ak fan,Positive ,2
2991,Supperb Supper Rajini always Seemma Mass,Positive ,2
2992,thalivar vj sethupathi simran trisha,Positive ,2
2993,Rajini sir looking younger than 2 0,Negative ,0
2994,Look like ravi teja bhagiradha movie,Negative ,0
2995,ethana peru indha trailer ah 50times ku mela patheenga,Positive ,2
2996,Ellam mudinju pochu nu Ellarum solla arambikkum pothu Anikku pudusa porakuran Namma HERO SK ச ுயமா ச ிந்திக்க த ெரிஞ்சவன் த ான் ச ூப்பர் ஹ ீரோ,Positive ,2
2997,sirappana tharamanna sambavatha january 10 paakaporom,Mixed_feelings ,1
2998,Thalaivaaaaaaa Dheeeeivaaa levellll 3 Back to 90 s energy Rajinism O,Positive ,2
2999,Indha padathukku mak ah Sokka yoscheenga director sir Nalla vela,Positive ,2
3000,Like podu ga pa 1M varevendama,Positive ,2
3001,Yenda mask kuda krishn padatha pathu copy adicirukigaleda,Positive ,2
3002,Ella herovum toppla irukkanunga perulayum pannthulaiyum kondu vandha namma last varaikkum naduveralai sappekitte irruppom,Negative ,0
3003,Trending List layae Illa Ppaaa,Positive ,2
3004,Bigil movie vera varudhu onga padam,Positive ,2
3005,India vula Thala kku mattum thanda mass opening his Thala veriyanda,Positive ,2
3006,Thalabathy 63 poster on 22nd athoda Views Itha Vida adhitgama irkum Paarunga the horns sign of the horns the horns sign of the horns,Positive ,2
3007,Andha look podhum avarru yarunu therinjika,Mixed_feelings ,1
3008,jeeva in ம ுகமூடி sk in hero,Positive ,2
3009,Dai kurutu thayoli magangala andha sprite ad da podathenga da muntta kuthiyangala gotha kadupu maira iruku,Negative ,0
3010,phone yapdi da parakum kuduma panathiga da,Negative ,0
3011,Ipo enna panna porom Ahhhh sweet saapda porom,Mixed_feelings ,1
3012,When AJITH fans turn into Broker Mama for Kaidhi Dai Mama s Kaidhi yum Engaluku Jeikanum THALAPATHY64,Negative ,0
3013,ippo intha trailer ah parkura angaali pangaali ellaam oru like podunga,Positive ,2
3014,shayad pehli film ye hogi jo bollywood ko copy kiya h,Positive ,2
3015,24 hrs 10 million views Sirappaana tharamaana sampavankal paarka thaan waiting Petta paraaak,Positive ,2
3016,Thala girl fans iku romba piducha padam aa amaiya valthugal,Positive ,2
3017,Trailer pakkupothellam pullarikkuthu sema Maas thala brilliant,Positive ,2
3018,N k p Thala mass da,Positive ,2
3019,Thala da tamilnadu mass da thala da,Mixed_feelings ,1
3020,Ena bigiloda release panni floap ayurumunu bayama irukaa floap aanalum nenja nimirndhu dhaiyriyama edhirthu floap aaganum,Positive ,2
3021,Mairu ku Aamiayans 800k likes kuda vanga vakkuilla naigala,Positive ,2
3022,10 THALA veariyan mattum ennoda channel lai subecribe tamil jio phone tech indian pannuga,Positive ,2
