text,category,label,proportionEnglish
Ramesh pisharadi aanu director ennu kettapo valippu padam aakumennu karuthi trailer kandapo mosamakilla ennoru prithisha vannu,Mixed_feelings ,1,0.125
Official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal,Negative ,0,0.36363636363636365
As a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte,Positive ,2,0.36363636363636365
Youtube hang avan ready ayiko L,Positive ,2,0.3333333333333333
ippo mansilai e padam 8 nilayil pottum,Negative ,0,0.14285714285714285
Onnu urappa full entertainment movie yaa Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum,Positive ,2,0.23529411764705882
Lalettan Prithivi combo vera level Pwolichu Lalettan Prithivi fans like adiku makkale,Positive ,2,0.25
Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum,Positive ,2,0.25
29K Dislike adichavar Padam kandu kaanum lo Oro Dhurendhangal,Negative ,0,0.2222222222222222
Alinje polinja trailer odiyan aakumo nerd face nerd face,Negative ,0,0.3333333333333333
Dialogue pora msmmookka paranjaal onnoode ushaaraayene,Negative ,0,0.16666666666666666
trailer kidukki look at the likes,Positive ,2,0.6666666666666666
38k views 20k like polichu,Positive ,2,0.2
Tovino Namak uruttane Ayyyo adipoki mass muvi ayrkum katta waiting,Positive ,2,0.2
Direction maarakam prituiraaj nee tanne cheytathaano atho ariyunnavare kondu cheyyichathaano aaraayaalum massayittundu Well job man,Positive ,2,0.3333333333333333
Ichayan kasari Kiduki Porich Njgal tcr karude swagraya ahagaram,Positive ,2,0.0
King is oll ways king call me hand call me hand ം,Positive ,2,0.8333333333333334
Amitha pratheesha vekunila anyway katta waiting,Mixed_feelings ,1,0.3333333333333333
Nenjinakath Lalettan Nenjuvirich kond parayum numma oru lalettan fan anenn waiting,Positive ,2,0.18181818181818182
sathyam paranjaal trailer oru maja illaa,Mixed_feelings ,1,0.16666666666666666
Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa,Mixed_feelings ,1,0.125
Vannu vannu avan vannuIkka love yuu,Positive ,2,0.16666666666666666
Evdeyokkeyooo Oru pulimurugan dadi Girija Fight Music Evdeyokkeyooo thinking face thinking face,Mixed_feelings ,1,0.5
Happy birthday mammukka gana gandharvan polichadukkum next block bluster,Positive ,2,0.5555555555555556
Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh smiling face with 3 hearts smiling face with 3 hearts,Positive ,2,0.42105263157894735
entry istam like for lusifer lalettan,Positive ,2,0.5
Oru rakshayumilla repeated mode on Njan kandathil vech ettavum best trailer,Positive ,2,0.45454545454545453
Katta pretheekshaaa Luv u alla,Positive ,2,0.2
Eeee cinema thanna venuchettan muthaaan muthumaniyaanu,Positive ,2,0.16666666666666666
Ente ponno maranamass item Kidilan making Fight apaaram Sound modulation oru rakshayumilla Oru adaru item thanne,Positive ,2,0.375
Ini vendathu oru 100kodiyanu athu ithiloode kittatte,Positive ,2,0.0
Padam vere level aaavum Mammulaaaal fanz,Positive ,2,0.16666666666666666
Teaser pole oombiyilla Trailer kidukki Lalettan Fan,Mixed_feelings ,1,0.5714285714285714
Kozhopolla,Mixed_feelings ,1,0.0
6 3 dislike veru verupp athanne karanam,Negative ,0,0.14285714285714285
Mamangathine Ajaygopal fansinde vijayasamsakal,Positive ,2,0.0
Ende ponnoe ejathy trailer kandall ariyam ikka ethu rengill ulla allannennu,Positive ,2,0.18181818181818182
Orroo framintayum quality Rajuattan magic,Positive ,2,0.4
Mammootty pwolikkum,Positive ,2,0.0
Mammookka Uff ijjathi Ente ponnikkkaa polichuuu Katta waiting,Positive ,2,0.125
Haters pani thodangind makkale sahikunnilla avrkithe kanditte,Negative ,0,0.0
Aettanta padathin ikka fansnte ashamsakal hugging face hugging face,Positive ,2,0.4444444444444444
Yedaa Mamooty poora,Negative ,0,0.0
avasanethe chadiyulla adi adh polich ikkaaaaaa,Positive ,2,0.0
Madhuraraja teasor kandu nalla katta bore ayittu undu Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla,Negative ,0,0.10526315789473684
Ente Ponno Goosebumps kidu bgm,Positive ,2,0.0
Trending No 1 Varanam jayettan daaaaaaaaaaa,Positive ,2,0.16666666666666666
Pratheeksha nallonam und,Mixed_feelings ,1,0.0
Unlike adicha mammunni fansinu irikkatte oru kuthirapavan,Negative ,0,0.14285714285714285
Jeyetta padam full undo trailer il Sambavam colour aayittundalloo,Positive ,2,0.4444444444444444
Family entertainer Family kk kanan pattatha movie full inner meaning,Negative ,0,0.7
Vere Level One Ikka Rajuvettan,Positive ,2,0.4
Entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa,Positive ,2,0.1
Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy,Positive ,2,0.2
Njaanum our Tovino enna actora ishtapedunna alu thannaya trailer mass ayitundu but achaayanta soundinu mass effect kurachu kuravaanu,Mixed_feelings ,1,0.3333333333333333
Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam,Negative ,0,0.0
Ikkaaaaa Ingale ennaa level aah Ee prayathilum body Muthane,Positive ,2,0.2222222222222222
Raju ettan powli,Positive ,2,0.0
Trailer cut േ editor Donmax േ െ െ,Positive ,2,0.375
Oh iyalude Ela padavum iyalu jailil kidana anubavavumayi copy Anu Nala pila anu enu kqnikan akum,Negative ,0,0.125
innanu movie kandathu kidu nnu paranjal pora kidilokkidilam,Positive ,2,0.125
Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu,Negative ,0,0.26666666666666666
Idvere vere chilar parannadaaannn muruga nee theernnada ennn ini nangal mammookka fans sherikkum parayunnnu MURUGAAA NEE THEERNNADA IKKA LOVE,Positive ,2,0.15789473684210525
sathyam parayalow kaNubol ente police traing kalam ormavarunu,Positive ,2,0.125
Dislike adichavarod nammal lalettan fans n verum pucham matrame ullu Lalettan ishtam Lalettan uyir,Positive ,2,0.14285714285714285
50 dhe pravshyem kandu kolakkolli trailer,Positive ,2,0.16666666666666666
Iyaalkkokke cinema nirthi DQ nte makkale nokki veettil irunnoode,Negative ,0,0.1111111111111111
Enta ponna oru rashayum ila kidu padam,Positive ,2,0.0
Suraj ettan powli koode soubin ekka pine paryano katta Waiting anee,Positive ,2,0.2727272727272727
Trailer kandappazhe urappichu padam mass vijayichu,Positive ,2,0.3333333333333333
im from mars but i love laletan,Positive ,2,0.5714285714285714
Ikkayude johny walker ormma varunnuu vere level,Positive ,2,0.2857142857142857
Ithupole oru trailer iniyundakumennu thonunnilla Superb,Positive ,2,0.3333333333333333
IKKA PWOLI BGM oru rakshayum illa,Positive ,2,0.0
Jayasurya chettan mass lookaaa pakka mass don,Positive ,2,0.42857142857142855
Mammookka de adutha 100 kodi padam aayirikkum ennu urapp ullavar like adikkada pillere,Positive ,2,0.15384615384615385
6 1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi,Negative ,0,0.25
dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2,Negative ,0,0.0
Ikka fan aaya Nikku nalla urappundu,Positive ,2,0.16666666666666666
Ikka powlichu onnum parayanilla trailer ethanel padam enthakum,Positive ,2,0.125
To be very frank,Negative ,0,1.0
Tovino look BGM vere level,Positive ,2,0.4
bgm korachoode nannaakkayirunnu fan made bgm poley,Mixed_feelings ,1,0.42857142857142855
Mass mass pakka masss,Positive ,2,0.5
Mamangam nte ammooo marana massss trailer verum item allaaa ith oru onnonnara item anuu ikkaaaaaaa,Positive ,2,0.2
Teaser ille kittiya mass triller ille kittilla,Mixed_feelings ,1,0.2857142857142857
Dislike adikan mtram Kure per nokiyiriunna polund,Negative ,0,0.2857142857142857
Oru pandi padathinte trailer innu irangiyitundu kandavar onnu parayane avide ellaam thribilaa rolling on the floor laughing rolling on the floor laughing,Negative ,0,0.5
Njan oru ikka fan alla paksha as a malayali i am katta weiting for raja 2,Positive ,2,0.4375
Dislike adichavar ettavum valiya oolakal bldy idiots,Negative ,0,0.14285714285714285
Karayippikuvo muthe Happy bday ikka Waitg,Positive ,2,0.16666666666666666
Eth vetavalliyanmara dislike adiche,Negative ,0,0.25
Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram,Negative ,0,0.1
Ithu enthanu kilichundan mambazhamb 2 parto hihi comedy padamanennu thonunnu,Negative ,0,0.2
Lalletan fansinte ella supportum und ikka Ethu porikum Oru samsayavum venda,Positive ,2,0.0
ith oru oola padam aayirikum enn manass parayunu,Negative ,0,0.0
Ravanan aya avane nerkuner illaathakkan oru maha avatharam thanne vendi varum poli,Positive ,2,0.08333333333333333
Happy birthday Ikka love u Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum,Positive ,2,0.36363636363636365
Oru pooram Trilar Vijariichu Vannappooo oRu Mass Trilar aayiii thoonniyavarr Like Aahdii,Positive ,2,0.16666666666666666
Trailer kollarkium nu oru pratheeksha ondarinnu pakshe ithu athukkum mele,Positive ,2,0.3
Eathu nayinte makkal avao dislike adiche,Negative ,0,0.16666666666666666
Polichu ikka suppar u r great,Positive ,2,0.5
Ith ini indian cinema yude mamangam,Positive ,2,0.16666666666666666
Dislike um kurayunnu 23k ninnu 13k aayi appo ee chettatharam kanichathu aaru ennu parayendelloo,Negative ,0,0.14285714285714285
Ipo tanne 5 vattam kandu vallatoru trailer,Positive ,2,0.14285714285714285
Super bb Lalettaaaa,Positive ,2,0.3333333333333333
Njanetha parayendath Onnum parayaanilaaaaaaa Laaaaalettttttttttaaaaaaaaaa ummmmmm aaaaaa,Positive ,2,0.0
Pworich kurach kalangalaayi ijjathi padem Tamil mathram aannu kandirunnath eni malayalathilum kannaan ulla bhagyem Ind Poli Poli poli,Positive ,2,0.05555555555555555
Next pullikaran stara or uncle loading face with hand over mouth smiling face with smiling eyes and hand covering mouth face with hand over mouth smiling face with smiling eyes and hand covering mouth,Mixed_feelings ,1,0.8823529411764706
Trailer kalaki Pwolichu madhura raja cenimakku vendi katta waiting,Positive ,2,0.3333333333333333
Super trailer cinema kandale bakkie parayan kaziykka llu,Positive ,2,0.375
Ithu pole bgm ulla mass trailer ithu vare iragiyittila,Positive ,2,0.5555555555555556
Music chila sthalangalil alambayi dialogue perfection kittunnilla,Negative ,0,0.42857142857142855
Dislike full odiyan kanji fans,Negative ,0,0.4
Odiyante sheenam njnga lalettante piller ee luciferil ang theerkum,Positive ,2,0.0
Class trailer,Negative ,0,1.0
Lalettan illatha eanth sinima le makkale kodk like,Positive ,2,0.125
Rajuvetta ningal maranmass love you oru great success avate,Positive ,2,0.4444444444444444
Lucifer movie kanditt ethil comment edaan vannavar like adi Mass lucifer lalettan mass,Positive ,2,0.38461538461538464
Kidukkachi laletta ningal mass alla kolamassanu,Positive ,2,0.16666666666666666
Ethu puthu charitharam,Positive ,2,0.0
Onnu vegam dec 14 ayya mathiyayirinnu,Positive ,2,0.0
Kidukachi trailer Bgm oru rekshayum ella,Positive ,2,0.16666666666666666
Sathyam paranjaal trailer kandit vella majjeyonnullalla,Positive ,2,0.16666666666666666
Hacking likes um Views um koottan nokiyitt moonjipoya mammootti fans evdede Oru Maryadhayoke Vendedey,Negative ,0,0.21428571428571427
Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam,Positive ,2,0.07142857142857142
Ithu Vera levelakum urappa Ela ikka fansinum all best,Positive ,2,0.3333333333333333
Ufffffff ichayaaa pwolich ur die hard fan 4 ever,Positive ,2,0.5555555555555556
Adipoly star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes kidue,Positive ,2,0.6538461538461539
Nalla padam ayirikatte odian pole akathirunnaal madi all the best,Positive ,2,0.4
Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka,Positive ,2,0.0
Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu cheyithittundu,Negative ,0,0.0
Oooohhhh oru rakshayum illaaaa Pwolii poppwoliiii Ingalaan thaaram,Positive ,2,0.0
Kilichundan maambazhathile slang Oru matullalaa,Mixed_feelings ,1,0.2
Ende ponno 68 vayasaya oraluda body thanneyano ith star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes NAMICHU PONNIKKAAAA,Positive ,2,0.6071428571428571
Immanuvel pokan pokunna item kikidu hbd mammokka,Positive ,2,0.14285714285714285
Nanayitunduuu trailer kurachu koodi nanakam ayirunu,Positive ,2,0.16666666666666666
Surajettante voice oru podik koodi aged avannu,Negative ,0,0.2857142857142857
Rashtriyam,Negative ,0,0.0
Minimum 3 Thavana kanathathayi arum kanilla,Positive ,2,0.16666666666666666
Mass nnu paranjaa ikkayaanu MASTER of MASSES Adaar trailer Mammookkaaa,Positive ,2,0.4
njn kandathl Etavum mikacha trailer yennu thanne prym 3 ikka,Positive ,2,0.1
Kanji fans dis like adichu thakarkkunnudu,Negative ,0,0.3333333333333333
Hpy bdya ma lovely ikka,Positive ,2,0.4
Ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla,Mixed_feelings ,1,0.0
Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli,Positive ,2,0.0
Ente ammo kidilam trailer MR,Positive ,2,0.4
Katta waiting maranamass trailer,Positive ,2,0.5
All the best for movie mamankam katta lalettan fan,Positive ,2,0.6666666666666666
1 45 enta ponooo ota peru Mammootty,Positive ,2,0.0
Ejjath oru rakshayum llaaaa katta waiting,Positive ,2,0.16666666666666666
Ith verum mass alla marana mass,Positive ,2,0.3333333333333333
Ente mone al powli ikka ishtam,Positive ,2,0.3333333333333333
Appol lalettante padathinte Record ellam thakarthu eriyan pokunnu alle ayikotte malayala Cinema uratte,Positive ,2,0.15384615384615385
Trailer kandathode padathinu oru theerumaanayi chali padam,Negative ,0,0.14285714285714285
tamil telungu malayalam orrumichu release cheydhal valiya orru sambvam aggum,Positive ,2,0.1
Ente ponnnnoooooo Vere level,Positive ,2,0.25
Njan laalettan fana pakshe i love this movie,Positive ,2,0.625
Tovino machane fight scene poratto eniyum valaraan undu,Negative ,0,0.25
Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl,Positive ,2,0.1111111111111111
Trailerin otta kurappama ullu njankluda ikkayuda face kandela,Mixed_feelings ,1,0.125
Chechiuede mukham kandu like cheythavar aroke ikka,Positive ,2,0.14285714285714285
Powli trailer Ikka oru rakshayum illa kidu,Positive ,2,0.14285714285714285
Jo jeetha wohi sikhandar oke pole undu,Mixed_feelings ,1,0.2857142857142857
Kidilan trailer ikka ushaarrr ithu super hit aakumennu urappichavar ivide chumma likeetu pokko,Positive ,2,0.23076923076923078
Lalettan Masss Lalettan ki jaiii,Positive ,2,0.0
Lucifer ini kandam vayi odedi varum,Negative ,0,0.0
laletta polliku full support annu,Positive ,2,0.4
35 oru pulimurukan touch vannu enthayaalum sambavam kidkeetund,Positive ,2,0.125
Mamooka we love u so much,Positive ,2,0.8333333333333334
Kalki super hit akum enn Bonny parayan paranju,Positive ,2,0.375
Oru kgf trailer polee Lalettan pakkaa massss,Positive ,2,0.14285714285714285
Romanjification Lalettan Masssssssss Manju chechi Vere Level,Positive ,2,0.14285714285714285
0 27 trailer െ mass dialog,Positive ,2,0.3333333333333333
Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu,Positive ,2,0.2727272727272727
Ufffff Pwoli lalattaa Katta waiting,Positive ,2,0.2
Tripple strong nnn paranjapam daridryam akumn vjarich idh takarthuto waiting ee prayatilum thalarata aavesham ingal vallatoru manusyan thanne,Positive ,2,0.16666666666666666
polimass item heavy mass Lalettan,Positive ,2,0.6
Nte ponno oru rakshayum illatta makinggg polichu MAMMOOKKAA,Positive ,2,0.0
Nammude prithvi amgane veruthe onnum direct cheyillalloo Lalettante kure nallukalyi irangunnathil aattavum nalla movie,Positive ,2,0.14285714285714285
Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe,Negative ,0,0.2727272727272727
ethra thavana kandaalum veeryam koodunna kolakolli item,Positive ,2,0.14285714285714285
Any way kidu sanam Waiting randamuzham,Positive ,2,0.5
Face of indian cinima kolamass kolakolli waiting november 21 mamangam day,Positive ,2,0.36363636363636365
Dileepettan muthanu ningal lalettan fansanenkil nallathu paranjo kazhapamilla athinu dileepettan undakandataaa,Negative ,0,0.0
Pwolichu lalettaaa,Positive ,2,0.0
Teaser kand thalliparanjavarkku Trailer oru marupadiyanu including me,Positive ,2,0.375
Varan irikkunnath mass padam matram alla Comedy entertainer kudiya,Positive ,2,0.4444444444444444
E sooraj comedy anel padam odum serious carecter anel Padam poliyum,Mixed_feelings ,1,0.36363636363636365
Kidilam padam direction ennoke paranja ithaanu mone,Positive ,2,0.2857142857142857
Raja Annum Ennum Raja Thanne,Positive ,2,0.4
Vere level Ikka uff,Positive ,2,0.25
verey level maranamaass neeralikk polumilla 1 m views,Positive ,2,0.25
Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu avulla,Positive ,2,0.0
Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram,Negative ,0,0.16666666666666666
Super acter nammude lalettan Super hero nammude lalettan,Positive ,2,0.375
Eattante pscho Fan Loooov u soooo much Laletttaaaaa,Positive ,2,0.375
Ee role mammookkak aahnnu cherunathu anu arinja lalettan fans right now kurupottikal rolling on the floor laughing rolling on the floor laughing,Negative ,0,0.5909090909090909
Dis like adichavar aaro avar onnum parayunnilla,Mixed_feelings ,1,0.2857142857142857
Ente ponne oru rekshem illa kidukkachiiiiiiiiii Lalettan Hvy,Positive ,2,0.0
Sidhik sir Great performance Kalakki,Mixed_feelings ,1,0.6
mammookka oru rakshayum Illa kiddu,Positive ,2,0.0
Waste trailer,Negative ,0,1.0
Lucifer fdfs pokunnu lalettante White n white lookil,Positive ,2,0.375
Singam model oru kidilan action movie aakatte,Positive ,2,0.42857142857142855
Chila bhagagal pulimurugan le pole thonniii ikkayude ee movie yum successful aakatte ennu aashamsikkunnuuu,Mixed_feelings ,1,0.21428571428571427
Pazzhassirajaye kadathi vettum e maamangam,Mixed_feelings ,1,0.2
flop kaluda rajakumaran ee padam hit agum pisharadikku,Mixed_feelings ,1,0.25
Tamil film Pizza de oru style,Positive ,2,0.6666666666666666
Trailer atra pora Movie nannayirikumenu pratheekshikunu,Mixed_feelings ,1,0.3333333333333333
Pinnem Pinnem Kanuvaaa Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive ,2,0.0
kandittum kandittum mathi aakunnilla,Positive ,2,0.0
dislike adikkunna ella myrenmaarrum poyi oomb,Negative ,0,0.16666666666666666
Pwoli pwoli ee prayathilum enta amoooikkaaaa,Positive ,2,0.0
ennalum ente mammookkaaaa ningayokke enna poliyaan ningaleyallathe mattareyum ividonnum sangalppikkan polum pattilla,Positive ,2,0.0
Malayala cinemayude khathi kadalinumappuram ethicha punyam megastar mammookka,Positive ,2,0.0
Trailer kanan thudangumbol 25k like,Positive ,2,0.4
Prithviraj as zayeed masood Ith pwolikkum,Positive ,2,0.16666666666666666
Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola ith polikum,Positive ,2,0.15384615384615385
Morning eneechepol thanne veendum kandavar arund7 22,Positive ,2,0.14285714285714285
Chunk alla chunk edippaaanu laalleettaaan,Positive ,2,0.4
Ethe enthu vaa dae ethe athinu kai addikaan kore fans oolagalum,Negative ,0,0.2727272727272727
Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd face with hand over mouth smiling face with smiling eyes and hand covering mouth face with hand over mouth smiling face with smiling eyes and hand covering mouth abarariyunilaa malayala cinemayude shaapam aann lalettan fans en,Negative ,0,0.6086956521739131
Ithu verum oru samble vedikkettu iniyaanu podipaaranapooram appo churikki paranjaal vishu RAAJAyum RAAJAyude pillerum angukondupokum alla KONDUPOYI,Positive ,2,0.0
Trailer 15am pravashyam repeat adich kandita njn eii cmt box il vabnath Ikka pwolichuuu,Positive ,2,0.21428571428571427
Trailer okke kollam But last ezhuthi kanucha goodwill entertainment aanu prblm,Mixed_feelings ,1,0.45454545454545453
AAA maha avathaaram piravi yedukkan poagunnu Ini uyertheyunelppinte dhinangalanu,Positive ,2,0.1111111111111111
5 millionilekk kuthikkunna makankam trailerinu ellavidha bhavukangalum nerunnu,Positive ,2,0.0
Mamooka Polichu Oru Rakshyumilla Mass,Positive ,2,0.2
Pwoli padam Vijay Sreenivasin vijayashamsagal nerunnu,Positive ,2,0.0
Innu thanne ithu etramathe vattama e trailer repeat adichu kanunnennu eniku thanne ariyilla kidiloskki,Positive ,2,0.21428571428571427
Ningale katatthi vettan ningal matrame ollu laletta,Positive ,2,0.0
Kattttta waiting adikkkkkam macha Oru like,Positive ,2,0.3333333333333333
Oru divasasam oru 10 pravashyamenkilum kanum,Positive ,2,0.0
Inn Lucifer inte 27th poster kand nere ingott trailer kaaanan vannu 1 34 hugging face hugging face,Positive ,2,0.4117647058823529
Ettan fansinte vaka irikatte oru kuthirapavan ikka muthanu,Positive ,2,0.0
Oru ghum illaa,Negative ,0,0.0
ൊ ൊ Item Laletta Big salute to Raju ettan Lucifer,Positive ,2,0.4
Laluni fanskar thudangi dislike adikkan avarkku ente vaka,Negative ,0,0.125
Level item Padavum ithupole aya mathiyaynu,Positive ,2,0.3333333333333333
Applause from an ettan fan Mammukka katta swag,Positive ,2,0.625
Enta ikka polichu Kidu item Ethu polikkum,Positive ,2,0.14285714285714285
Ore oru rajavu lalettan smiling face with 3 hearts smiling face with 3 hearts 10 million views aakum,Positive ,2,0.5555555555555556
Ithanu Makkale nammal kanan aagrahicha ettan,Positive ,2,0.0
3 5 k dislike nalla kuru pottal anallo chorichil maraan wyt cheyee december 14 vere ellavarudeyum chorichill maati theraaam,Negative ,0,0.10526315789473684
Kidukki MAMMOOKKA KATTA WAITING VYSHAKH SIR HAT S OFF U,Positive ,2,0.6
Ithil love reaction button indaarrnneeel njekkittt pottikkaaarrnnn,Positive ,2,0.42857142857142855
Inganethe massinde koode aa mukhavum kanichal kidukkum,Positive ,2,0.14285714285714285
Trailer muzhumikum munbu comment vaayikkan oodi vannatha ente ponnoo lalettan rajuvettan istham,Positive ,2,0.16666666666666666
Manju varrier mathrame ulluvo actresss ayi kollilla,Negative ,0,0.0
Enthuaadeee uploaded cheyunnathinu mump 6k dislike face palm face palm ivanmarkku okke entha presnam,Negative ,0,0.42857142857142855
Mammunniyude unda pottum ennulavar like adi rolling on the floor laughing rolling on the floor laughing,Negative ,0,0.6875
Toveee ichayo trailer kandu aaake excitement adichu irikkuva film ethrayum vegham theater lu ethiyengil,Positive ,2,0.2857142857142857
Ufff Ejjathi item mone Vakkukal varunila etta,Positive ,2,0.2857142857142857
Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi,Negative ,0,0.2
Mammukayude 150 kodi padem aayi maratte madura raja,Positive ,2,0.125
Kattaa waiting Suraj ettan Soubikkaa Robot ettan Japan chechi,Positive ,2,0.3333333333333333
Ejjathi MASS Romanjam mammookka,Positive ,2,0.25
Padam iragan eni thivasagal mathram katta waiting,Positive ,2,0.14285714285714285
Prayam oru number maathram thalivaa,Positive ,2,0.2
Oru newcomern kittavaunna etavaum nalla role all d bst team,Positive ,2,0.4
Ithu vere level trailer aanu Mone,Positive ,2,0.5
Trailer repeat kandukondirikkan thonnum LALETTAN ISHTAM,Positive ,2,0.3333333333333333
Youtube adichu poi makkale Raja vannu,Positive ,2,0.3333333333333333
Oru raksha illa ikka marana mass,Positive ,2,0.16666666666666666
Dialougue okke LKG piller parayunna poleyund,Negative ,0,0.0
sadaram trailer powli aayaaal film il onnum undavilla avrg film aayi othungaarund ath pole aavathirikkatte,Mixed_feelings ,1,0.26666666666666666
Trailler pora padam 8 nela pottum ane tonunee,Negative ,0,0.0
Pazhassi raja pole oru mega hit aavatte,Positive ,2,0.42857142857142855
86K like minutes 120K like Feel the difference,Positive ,2,0.625
tamilnattilum No1 trending aaya first malayalam trailer,Positive ,2,0.2857142857142857
Panchavarnaa thatha poley oola padavaruthittaaaa pishuuu,Mixed_feelings ,1,0.16666666666666666
Oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya Twist,Positive ,2,0.2857142857142857
Ikka fans come on smiling face with 3 hearts smiling face with 3 hearts ikka uyir,Positive ,2,0.625
Surajettan soubinkka powli combo,Positive ,2,0.0
Un like Adaichavarkk Nadu viral namaskkaram,Negative ,0,0.5
Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu,Mixed_feelings ,1,0.3333333333333333
Kashtam 27k pottanmaaru ee keralathil indello daivame Dislike kandille,Negative ,0,0.1111111111111111
Ethu polikkum pinnalla,Positive ,2,0.0
Polichu Odiyan manikante varave kandoo makkaleaaa,Positive ,2,0.0
bgm Vere level Pwlichuu Thakarthy Mammookkka,Positive ,2,0.16666666666666666
Woww woww Katta katta waiting Lalettaaaaa,Positive ,2,0.16666666666666666
annaa njagal katta waiting aanu abudhabi dalma mallil annanem pillarem kanan,Positive ,2,0.09090909090909091
Pwolicheeee mammookkaa ingalu oru maha sagaram thanneyaaa,Positive ,2,0.14285714285714285
Ennalum ithrem kashttappettu dislike adikkunnadhu enthinanavo,Negative ,0,0.16666666666666666
Sreekumar avila prithiraj ennulla viswasam und So all best u guys,Positive ,2,0.36363636363636365
1 10 ee scene onnum cinemayil illa Pattich,Negative ,0,0.125
Mass dialogue ketittu chiri vanathu enikku mathram aano,Mixed_feelings ,1,0.25
Trailer ithanenkil padathinte kaaryam parayanundo padam koluthiyal bahubaliyude colectionkke pazhamkadha,Positive ,2,0.1
Verupikkal manju ullathu ozhichal baki ellam super,Mixed_feelings ,1,0.14285714285714285
Odiyante triler leak cheyyum ennu parayunnavarod ayyappante photo veettil undenkilum swamiye kanan ellavarum malaykku thanne pokum,Negative ,0,0.125
First Malayalam teaser to get k likes Lalettande mass,Positive ,2,0.6666666666666666
Manju warrier enthu koppe undakan irikuva,Negative ,0,0.0
Mamookka eth polikkum,Positive ,2,0.0
Dislike adukunna pooo maklkekk anta veral gift,Negative ,0,0.42857142857142855
Polichu namude േ rajuchettan,Positive ,2,0.0
Aa urumi karakki adikkunnathu woe ROMANGIFICATION,Positive ,2,0.3333333333333333
Randu perum vishu angot kondu poyi Malayalam cinema industryde uyarthu ezhunelpum,Positive ,2,0.09090909090909091
ettavum polichath bgm aanu no raksha,Positive ,2,0.16666666666666666
Mammuni thendikal ethra dislikes adichalum Raja 8 nilayil pottum,Negative ,0,0.1111111111111111
Khalid rahman we r katta waiting here,Positive ,2,0.5714285714285714
trailer polichu ikka Marana mass,Positive ,2,0.4
1 51 VAADA aa oru otta shot mathi,Positive ,2,0.25
Oru thavana kanumbozhum hype kooduvanallo Bhaghavane,Positive ,2,0.0
Njan Mohanlal fan aanenkilum Ikka Namichu,Positive ,2,0.16666666666666666
Koothara mass padam oru simbha touch,Negative ,0,0.3333333333333333
Mass entry ekka,Positive ,2,1.0
kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu cinema idi akathirunnal mathi vargam poloru padam ayalum mathi,Mixed_feelings ,1,0.17647058823529413
Haters ം vayi panjoo raja േ stronga double strongalle triple strong,Negative ,0,0.36363636363636365
Ente ponnoo Gopi Sundar Ingal poliyanu bro Mammookane pinne enthu parayaan oru raksheellaaa,Positive ,2,0.0
Padam polichu mass class movie,Positive ,2,0.6
