text,category,label,proportionEnglish
Aiyooo marana masss fdfs kandippaaa poganum,Negative ,0,0.0
Ithu thala kedayathu thala edukaravan Ajith sir,Positive ,2,0.14285714285714285
mahaa nadihan vj sethupathi,Positive ,2,0.0
National award and Oscar Ku koda anupulam,Positive ,2,0.5714285714285714
pink movie ka remake hai ye,Positive ,2,0.8333333333333334
G V Prakash kumar fan s like hits bro,Positive ,2,0.5555555555555556
Viswasamnala dhan petta trending ke vandhurukku,Mixed_feelings ,1,0.16666666666666666
Pathu varusathu ku munnadi enna pannitu irunthean nu theriyathula sir masss,Positive ,2,0.18181818181818182
Maranahh masss Tamilnadu la nadkurah samavatha last line la solirukaru thala hands off THALA,Positive ,2,0.35714285714285715
Amitha bachan movie but tamil la thala panradhu semma,Positive ,2,0.3333333333333333
Its like hindi film Bavesh joshi super hero,Negative ,0,0.75
Intha movie SK kku valvil mikavum peria thiruppu munaya amayum,Positive ,2,0.1
Vayasukku Taguntha Nadippille athan ivlo dislikes,Mixed_feelings ,1,0.0
Sk anna fans like podunga,Positive ,2,0.4
5 3 M views 635k likes No 1 in trending Thala da,Positive ,2,0.3333333333333333
Sweet sapdrathuku munadi sugar matharai podanum,Negative ,0,0.3333333333333333
Look young and very stylish super thalaivaaaaaaaaaaa,Positive ,2,0.8571428571428571
Chiyan vikram sema style waiting for kadaram kondan,Positive ,2,0.375
No comment vere level solle varthe ile namabe talaivar style i love you hand sign i love you hand sign,Positive ,2,0.7
Thalaivar Paraaak Make way for Superstar,Positive ,2,0.5
ACTING AMAZING WELCOME WELCOME MOVE IAM WAITING,Positive ,2,0.8571428571428571
Superrrr trailer Thalaivaaaaaaaaaaaa Vintage rajni is back Oru rakshaellaaaa Vijay sethupathi Polichhhh Mass trailer,Positive ,2,0.42857142857142855
Anyone after bigil trailer Kaithi like Bigil comment,Negative ,0,0.625
Thalapathy vijay anna fans like here,Positive ,2,0.5
BGM asusual therikka vitaru Sam cs,Positive ,2,0.16666666666666666
Neenga innum ithu maariye padam eduthutu irunga Anga Malayalam Industry ipolam vera level ah padam edukuranga,Mixed_feelings ,1,0.25
Ithuku than nalla tharamana directora venum ndrathu thalaiku yetha tharamana kadha partying face partying face bayangaram partying face partying face pichitaru thala star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2,0.525
Adhuthu yevanachum mallus undanuu kettu cmnt poduvaan,Positive ,2,0.14285714285714285
Mass Vikram sir I love you Vikram sir only,Positive ,2,0.7777777777777778
Asuran thalaipu miga poruthamaga thalaivan dhanush varugiran asurathanam,Positive ,2,0.125
Come on Thala fans beginning festival Nerkonda paarvai,Positive ,2,0.5
Wow thalaivaaa 20 M VIEWS REACHED FDFS KU WAITING THALAIVAAA,Positive ,2,0.3
Vera leval thala nee all record drag,Mixed_feelings ,1,0.7142857142857143
woww orutaru mela nee katra viswasatukaga yenn inorutara asinga padutura,Positive ,2,0.2
Paaa thala last dialogue vera leavel real hero,Positive ,2,0.625
Ada Enna ma nee KK na Kadaram Kondan ithu kooda theriyatha,Positive ,2,0.2727272727272727
Sensitive subject like citizen after long time Wait panren fdfs ku By தளபத ி fan,Mixed_feelings ,1,0.6666666666666666
Thala oda getup mass nu nenaikravnga hit likee,Positive ,2,0.625
Ipa varaikum star na athu saratharana visiyam illa,Positive ,2,0.25
vijay sethupathi anna va kojam mass ah kamichirukalamana matha padi mass panitainga,Mixed_feelings ,1,0.3333333333333333
Padam paathutu thirumba trailer paka vanthavanga hit like here,Positive ,2,0.4444444444444444
Iam Vijay anna fan karthi pidikum diwali mass than,Mixed_feelings ,1,0.4444444444444444
Trailer me khi din to hua hi nhi h,Positive ,2,0.6666666666666666
2 01 to 2 13 dialogue for bigil,Mixed_feelings ,1,0.375
Bigg boss 3 Abirami 1 12,Positive ,2,0.3333333333333333
Aaathaadi ith namma batman maathiri irikk,Positive ,2,0.16666666666666666
Verithanam waiting aaa veri eruthu,Positive ,2,0.4
Thala next sivaji da thuiya Tamil pessi nadikkiradhula thala da king of tamil cenima,Positive ,2,0.35714285714285715
Yenda oru day scene kooda vaikala,Mixed_feelings ,1,0.3333333333333333
Wat a mannnnnnn Rajini sir,Positive ,2,0.6
Enga Da enga Thalaiva vjs kanom,Positive ,2,0.16666666666666666
Marana masssss thala na summava,Positive ,2,0.2
Yow karthi subburaj yenna ya senju vachurukka thalaivaaaaaa Petta paraak,Positive ,2,0.2
Trending no1 namba matum thaan Like and view ah therika vidunga Thala bloods neraiyah neriyah neraiyah neraiyah,Positive ,2,0.23529411764705882
Vera level trailer Sk Anna Mass,Positive ,2,0.8333333333333334
rajani Anna super,Positive ,2,0.6666666666666666
Vera level smiling face with 3 hearts smiling face with 3 hearts for thalaivar love u,Mixed_feelings ,1,0.8125
Oru vazhiya siruththa kitta irundhu thappichachu,Positive ,2,0.0
Pakka trailer but movie wait panni papoom,Positive ,2,0.5714285714285714
Ada paavingla dhool padatha apdiye copy pantingla yar sammy antha director,Negative ,0,0.36363636363636365
Pink dubbing but am waiting,Positive ,2,1.0
Mass darling maa Vijay sethupathi Telugu fans,Positive ,2,0.2857142857142857
Pande is suitable for advocate role super,Positive ,2,0.8571428571428571
Indha madhiri role Sivakarthikeyan ku set agadhu village subject only suits for him vera actor pani irundha mass aa irukum,Positive ,2,0.55
etho irukku after citizen thalai yoda Argument semma waitinggggggggggggg Thala is Back,Positive ,2,0.4166666666666667
vaara ella padathukkum naanga yarunnu kaattavenum so ellarum like and command niraya niraya pannuga views pothathu,Positive ,2,0.25
Nan padippa vachi vaparam panravan illa Padikaravana vachi vaparam panravan,Negative ,0,0.1
Vidiya vidiya thala ya paaka poravan mattum oru like ah podu,Positive ,2,0.2727272727272727
Ithula eathana per billa paandi trailer pathenga,Mixed_feelings ,1,0.42857142857142855
Thank you so much Superstar Rajini sir,Positive ,2,0.7142857142857143
Only arjun sir Ivana ga paka poran Nan,Positive ,2,0.625
Indha padathula unmai aana hero yaaru,Positive ,2,0.16666666666666666
Thala marana mass ithuvaraikkum illadha role nu soldravanga like podunga pa,Positive ,2,0.45454545454545453
Nalla irukku pa hit aayidum pa,Mixed_feelings ,1,0.5
ino neraya neraya nerayah pah goosebumps theater will be shattered,Positive ,2,0.4
rajiniye oru nathari paya avana ivalo bildop panra neenga adhukku mela,Negative ,0,0.09090909090909091
Karna padathila Arjun ah paatha mathiriye,Positive ,2,0.3333333333333333
V V Nice trailer Marana kaattu,Positive ,2,0.6666666666666666
After Padaiyappa Thalaivar backkkkkkkkk as Thalaivar in PETTA Love u thalaivaaa Sakkara Pongalthaaaa,Positive ,2,0.38461538461538464
Dislike Potta anik kunjukaley odi poirunga THALA VARARU Othungi iru,Negative ,0,0.1
hey waste ingla poi visvasam trailer parungada 1m likes waste da neengalm,Mixed_feelings ,1,0.5
pls dubbed telugu pawan kalyan fans,Positive ,2,0.0
pogo channel la varamari irku thuu,Positive ,2,0.3333333333333333
Nkp movie ku Ticket book pannavanga hit like,Positive ,2,0.625
Pettaa daaa Rajinified Mapalaikalaaa namaaa thalaaivar padathukuu thannn porommm star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes Nama thann num one Thalaaivar thannnnn grt8u,Positive ,2,0.5
Kaipulla Vijay Twitter la Trending la,Positive ,2,0.5
Masssss sk anna and action king arjun,Negative ,0,0.7142857142857143
Yaru da entha comedy piece,Negative ,0,0.6
vera level bhaa 1995 padam mathiri erukku unga getup,Positive ,2,0.3333333333333333
make it hit 1m likes come on guysss,Positive ,2,0.625
T H A L A,Positive ,2,1.0
Trailer 1 59 min Movie 2 0 Video 2 01 min Coincidence,Mixed_feelings ,1,0.5
Petta it s a pre padai for Visvasam,Positive ,2,0.5
Yo enna ya likes ennum pathala,Positive ,2,0.3333333333333333
just 1 min 10k views wow,Positive ,2,0.5
Thala oru naal munadiya sollitu varalam LA ready aagala thala paathi peru,Positive ,2,0.16666666666666666
Hollywood movie pola eruku pa vera leval,Positive ,2,0.42857142857142855
Last varaikum nadichite iruga arasiyal vendam athan enga ASA,Positive ,2,0.1111111111111111
Awesome trailer get RAJINIFIED Rajini Fans hit like,Negative ,0,0.625
Super trailer Shankar sir sir A R R sir suppapu,Positive ,2,0.8
Last Dialouge la Thala ya Adikuringala da Kaithi Team Atha Yenda NeYaBa PaduThuRiNga,Mixed_feelings ,1,0.38461538461538464
Suyamaa sindhika therinjavandhaan superhero powerful dailouge,Positive ,2,0.3333333333333333
Trailer pakurathuku munnadi vijay fan eppo thala fan,Positive ,2,0.375
Mass ah iruku but naa sethu fan sethupathi enka da kelaverila iruke,Positive ,2,0.5
neraya neraya neraya neraya neraya neraya,Positive ,2,0.0
Oruthar mela viswasam irukaradhukaaga innoruthara yen asinga paduthanum Great slap to all fan abuse,Positive ,2,0.5714285714285714
Edhu Ella varatum aaa na yanaku ayirathil oruvan 2 pathiii information erundha sollunga,Positive ,2,0.15384615384615385
Pha entha Ball potalum sixer na epdi thala masss,Positive ,2,0.3333333333333333
Neega velayadinadha yen kitta illa YEMAN KITTA,Positive ,2,0.14285714285714285
Anbu ezhuchi ithula thodanguthu da Marana waiting,Positive ,2,0.2857142857142857
Trenda maathungadabigil like Kaithi comment,Positive ,2,0.4
Thalaivaaaaaaaaaaaaaaa Petta paaaraakkkkk From Malaysia Tamilan,Positive ,2,0.16666666666666666
Collage warden aaanaaa style ehhh parungaiyaaaa,Negative ,0,0.5
Ranga Raj Pandey Sir Fanz Hit Like Poduga,Positive ,2,0.5
Thalaivar 2050 LA than katchi arampipar,Positive ,2,0.3333333333333333
Thalapathy fans ithu support pandravanga like podunga,Positive ,2,0.2857142857142857
I am Waiting for nerkoonda paarvai,Positive ,2,0.6666666666666666
Ultimate trio Rajni vs Vijay Sethupathi vs Nawazuddin,Positive ,2,0.25
Punch dialogues laam Vera level pakka mass,Positive ,2,0.5714285714285714
manju chechi fans undo like adich pottikk,Positive ,2,0.2857142857142857
Ajith fans la like pannu,Positive ,2,0.4
namakku thevayanadha nammadhaan adichu vaanganum,Positive ,2,0.0
Dhanush Anna ninka Vera lvl call me hand call me hand,Positive ,2,0.8181818181818182
Thalapathy Rajini Rajathi raja kiramathu rajini PETTA ALL TIME BLOCKBUSTER,Positive ,2,0.4
Repeat Mode la Trailer pakravan mattum like Podunga,Mixed_feelings ,1,0.625
Hero kya naam hai movie ka,Positive ,2,0.6666666666666666
Kaliiiii tahlaivaa vangaaaaaa ithutha ethirpartheennnnn lateaa vanthalum latesta varuvendaaaa,Positive ,2,0.0
Padam supera dhan irukum But mass gethu irukuma thinking face thinking face,Positive ,2,0.5833333333333334
Bgm Vera mathri irkku Danush acting Vera level ah irkkum pola hugging face hugging face,Positive ,2,0.6
Confidence ila rajini ku So ipo lam star cast jasthi irku no single man army,Negative ,0,0.6
Enaku rajnium pudikum ajithum pudikum aana petta Trailer than super,Positive ,2,0.3
Director logesh kanagaraj enga ooru tha coimbatore pakkam kinathukadavu avunga appa fancy vechurukaaru enaku nalla palakam,Mixed_feelings ,1,0.1875
Dei rangaraj Pandey ingeyum vanthuthaana saavadipaane,Negative ,0,0.0
Thala YSR combos like panravanga like here,Positive ,2,0.42857142857142855
Thalaiva Love u the horns sign of the horns the horns sign of the horns wow semma Vera level visualsshankar sir super,Positive ,2,0.6818181818181818
Thala Vera lvl a irukke teaser,Mixed_feelings ,1,0.5
u kena tunggu lebih lama lagi untuk thosai thosaikku nee romba neram kathirukkkanum vikram speaks malay languange,Positive ,2,0.17647058823529413
Amithap patchan acting ivaruku koncham kooda set agala acting koncham change pannirukalam,Mixed_feelings ,1,0.3333333333333333
Dai entha trailer ku dislike poodavan mental nu ninaikiren,Negative ,0,0.4444444444444444
great men ajith sir i love ajith,Positive ,2,0.7142857142857143
Enna da idhu Dislike pantra Pasanga lam Last Dialogue Paathuttu Thirundhitaanungala,Positive ,2,0.45454545454545453
Marwal studeo ka baap hai 2 0,Positive ,2,0.14285714285714285
I Vijay fan but Ajith super,Mixed_feelings ,1,0.6666666666666666
yuvan Shankar raja bgm vera level,Positive ,2,0.5
1 03 style ahh Solurathu kuda style than Thaliva,Positive ,2,0.3333333333333333
Love u Thala,Positive ,2,0.6666666666666666
1980 to2000 varaikku old rajiniya pathavanga like pannuga,Positive ,2,0.25
AYARELLA NKP SINGLE KETUTU INGA VANTHINGA,Positive ,2,0.16666666666666666
Like oru vaati thaan poda mudiyumaaaa cha,Positive ,2,0.2857142857142857
pakka thanea pora enga thalaivar ta mass a vera leval thalaiva,Positive ,2,0.36363636363636365
inga kodutha sweet saapttu andha pakkam poanaen araliya arachi kodukkuraanunga yammaadi dei siva aendaa indha kola veri,Mixed_feelings ,1,0.23529411764705882
Comments vantha padiya iruk Pasanga verithanamala irukainga Unmaiya iruntha like podunga,Positive ,2,0.09090909090909091
Tharrrruuuu maaaarrrrruuuuu luv u thalaivaaaaaaa,Positive ,2,0.2
Niraya Fans Match Pakka Poitanga Pola,Positive ,2,0.16666666666666666
Trailer na ipdi irukanum tha vera level,Positive ,2,0.7142857142857143
Semma i am waiting sk anna fans,Positive ,2,0.5714285714285714
Indhamari hostel warden kedaicha ellarum hostel dhaan povaanga,Positive ,2,0.375
Thalaivar summa thuru thuru nadichirukkaaru Kaana Kan Kodi vendum I love you Thalaivaaaaaa,Positive ,2,0.3076923076923077
caller tune la kola gaandla irukkaen mavana kollaama vidamaattaennu dialogue vechaa phone panravan reaction eppadi irukkum,Mixed_feelings ,1,0.4375
Oruthar mela vishvasam kaaturathikaaga innoruthara en asinga paduthuringa superb dialogue hope fans understand,Positive ,2,0.46153846153846156
BEST WISHES FOR KADARAM kondan BY SURIYA ANNAN FANS,Positive ,2,0.3333333333333333
Anna sk neenga yerkanave hero thaan,Positive ,2,0.3333333333333333
maasss trailer rajini is always super star,Positive ,2,0.7142857142857143
inda ketup namma thalaki set aahathu,Negative ,0,0.16666666666666666
Last dialogue suit for all fans,Positive ,2,0.8333333333333334
1 31 Thala mass,Positive ,2,0.25
Vj Seathupathi anna va 1sec mattum thaan katuranga ethu sarila Total ah thalaivara mattum thaan triler la katuranga,Positive ,2,0.2222222222222222
Last dialogue vera level Ellarukkum porunthum,Positive ,2,0.6666666666666666
2 23 thalaiva unnoda indha step ka ga vea nan FDFS,Positive ,2,0.36363636363636365
Pandaa ku puthu life,Positive ,2,0.25
Veraaa levaluuu Anna super naa trailer Vera Mari thala meratti yeduthuttaru,Positive ,2,0.45454545454545453
mutta pasangala padam eduka sonna cartoon eduthu vechirkeenga,Negative ,0,0.125
Ranjith kita irundhu engala kapathitanga nanri subburaj,Positive ,2,0.0
Rangaraj pandey interview partutuvandhu trailer pakuravanga likrpannunga,Positive ,2,0.2857142857142857
Thalaivar Paaka thaana poringa intha Kaali oda attatha,Positive ,2,0.125
Yarellam kadarm kondan movie paththu enga vandurukiga ‍‍‍,Positive ,2,0.125
Evanda antha 29k dislike potathu,Positive ,2,0.2
Gethu solluvanda Thala in Nkp kola Mass,Positive ,2,0.42857142857142855
0 42 theme music Mari feel pannuvanga like pannunga Bgm ratchasan and viswasam rendu collaborate panna Mari iruku,Negative ,0,0.3333333333333333
Thumbnail like ithu athu la sagoo,Mixed_feelings ,1,0.5
Mugamoodi maari aagama irundha sari Irumbuthirai maari blockbuster aaga podha pappom Dec 20,Positive ,2,0.15384615384615385
Vijay fans like here for Thalaivar petta parrak,Positive ,2,0.375
thalaivar voice mattum konjam avaroda age kaatikodukuthungravanga like podunga,Mixed_feelings ,1,0.3333333333333333
Enna da Ivan uumai ahhhhh pesave matran last dialogue kuda padathula irukka Mari illa voice over Mari irukku,Mixed_feelings ,1,0.2777777777777778
Editing kevalam enga anna VJ SP romba kammiya irukaru face with symbols on mouth serious face with symbols covering mouth face with symbols on mouth serious face with symbols covering mouth,Negative ,0,0.6129032258064516
ச ெம்ம movie vallthukkal iam waiting block buster movie no சந ்தேகம்,Positive ,2,0.5
Super dance semmaya irruka podhu this ponhal,Positive ,2,0.42857142857142855
Super trailer Dislike kottina vallantha Donkeys,Negative ,0,0.5
Inimae evanavadhu Superstar nu sonneenga Kolai veriyila otukken Oodidunga,Negative ,0,0.1111111111111111
IdhuKu evlo ticket price irukka pogudho,Positive ,2,0.3333333333333333
Oruthar mela viswasam katrakaga inoruthar en asingam paduthrenga,Positive ,2,0.25
Thalaivaaa ini intha ranjith padathula matum nadikathinga,Positive ,2,0.0
Dei kotha mayiru mathiri eruku etha poitu mass nu solringale da,Positive ,2,0.2727272727272727
Kaun kaun Akshay sir ka fans hain,Negative ,0,0.42857142857142855
Dhanush vetri maaran I think national avart film 2019 vetri maaran sir aadukalam part 2 venum,Positive ,2,0.4375
Paakalam Amitabh Bachan ah vida Ajith nalla nadichirukara nu pakalam,Mixed_feelings ,1,0.2
Thalapathy 64 movie kaga pakka vandhavanga like podunga,Mixed_feelings ,1,0.25
MARANAMASS Speech Less Pakka Thalaivarism Petta Paraak,Positive ,2,0.2857142857142857
Ajith amma koothi Surya fan da,Negative ,0,0.5
Idhu enna ellam avan seyal padam patha mari irukku Anyway thala movie always hit,Positive ,2,0.2857142857142857
BITTU PADAM BIGIL FANS HERE,Negative ,0,0.2
Irumugan maari irukum pola Waiting for vikram sir,Positive ,2,0.375
It is dubbing in Telugu,Negative ,0,0.8
Yaaralam TR la padam paathutu vanthavanga Like ah thattungo,Positive ,2,0.3333333333333333
Vijay Sethupathi fans hit like here,Positive ,2,0.5
91k views 112k likes 3 2 dislike how it can happen likes or more thn views,Mixed_feelings ,1,0.4375
Thala and we thala fans right now Naanga thappu pandravanga illa Thappa thatti kekuruvanga,Positive ,2,0.2857142857142857
Inaiku night kula 80k comments kondu varanum adha target yaarlam support pana poringa comment below,Positive ,2,0.4
Bgm pakka mass GVP Anna,Positive ,2,0.4
dai ithu pink remake nu enga elarukum therium ithu oru comment nu podathengada,Positive ,2,0.38461538461538464
Namaku theva thavayanatha nama than adichu vanganum Nama edathuku nama than sanda seyanum,Positive ,2,0.15384615384615385
Hero kaga padam pana evaluv periya director padam pananalum epadi than varum valthukal karthick,Positive ,2,0.21428571428571427
Enna da mairu mari edit pannirukka phone la potrate mode pottu edutha mari irukku,Negative ,0,0.35714285714285715
Pink ah kola panna poranunga what a waste thinking face thinking face,Negative ,0,0.8333333333333334
Thanks Karthick Subburaj Marubadiyum 90s Thalaivar ha Kuduthadhuku,Positive ,2,0.25
தளபத ி sk like வட ைபதி anil comment,Negative ,0,0.375
Sema super raji vj sethupathi combination Vera leval karthik supraj valthukal,Positive ,2,0.2727272727272727
Yen full ah night laiyae eduthu irrukanga,Positive ,2,0.5714285714285714
Who felt like ASURAN getup For Like me,Positive ,2,0.875
Blue satta padatha pathutu thapa sonna sathiyama soldra aadchi underwear oda odavitruva,Negative ,0,0.25
Vayasu ponalum unga alagum style um inum kurayave ila cute mass,Positive ,2,0.36363636363636365
Ellam awardum line a eduthuvainga verathu asuran,Positive ,2,0.2857142857142857
Suma Suma Batman yenda copy adikuringa,Mixed_feelings ,1,0.3333333333333333
Wowwwwwwsema bgm vera level Tralier star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes Movie pakka Mega hit,Positive ,2,0.7407407407407407
Appo phone ai thatti vitta sivakumar kandippa akshay kumar oda sleeper cell dhaan,Negative ,0,0.46153846153846156
Phoenix Thala in NKPku marana waiting Agust 10 therika vuduranda,Mixed_feelings ,1,0.4
yenda familiya padama nalla comedya than nambikai padamla ini varatha adi vetu kuthu love va than varuthu,Negative ,0,0.17647058823529413
55000 kena koothis anils thevangu kuttam dislikes potruku mada thayolinga,Negative ,0,0.0
Oru Vela Kanithan storey Oda core a irukumapapom,Positive ,2,0.5
Yuvan Music Vera level,Positive ,2,0.75
Superb thaliva Veraaa level Sweet sapadaporam Wow,Positive ,2,0.5714285714285714
Happy new year superstar fans Sweet sapdunga pongaluku,Positive ,2,0.5
Pondey va pathu yaar yaar shock aninga,Positive ,2,0.14285714285714285
Thala yoda lost dialogue delivery sema mass Vera level nu soldravanga mattum oru like podunga,Positive ,2,0.5333333333333333
Nalaiki 100 views ah cross panuven,Positive ,2,0.3333333333333333
yarula Nalliku sambavathukku wait panringa,Positive ,2,0.2
Thalaivarin sirapana tharamana sambavatha haters parka poraanga paavam,Positive ,2,0.125
Thala last ta vanthu nipparu paarunga semma gethu,Positive ,2,0.25
Thalaivar thalaivartha summa maaàaasssss katitaru,Positive ,2,0.0
Haters stop making violent films Vetrimaran HOLD MY ASURAN,Positive ,2,0.5555555555555556
Thala masss a da da,Positive ,2,0.6
Nega vena clss ah pash ah suthalam ana en mass ena nu thariyathula star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes i love you hand sign i love you hand sign,Positive ,2,0.8048780487804879
Only one talaivar pettta in pongal,Positive ,2,0.5
This movie is very very super sankar sir,Positive ,2,0.875
Indha manushanukku vayasu adhigam aagamatingudhu varusa varusam koranjitey pogudhu what a attitude thalaivaaaaaaaaaa,Positive ,2,0.23076923076923078
Malik Sasikumar Fans like here,Positive ,2,0.6
0 48 to 1 00 Bgm Vera level,Positive ,2,0.375
Centiments irundha appidiye odi poidu kola gandula iruken mavane kollam uda maten Visvasam padatha than solraru,Negative ,0,0.125
Mariana mass thalaivar than visvasam padam andrever kilinju oda vitruvaaru thalaivar,Mixed_feelings ,1,0.2727272727272727
Fist ever fan made song for 2 0,Negative ,0,0.75
Who see at 1 20 an album singer ennak oru aasa Teejay,Positive ,2,0.5
Super yaarunu ketta Chinna kolanthaium sollum Thalaivar really back,Positive ,2,0.3333333333333333
Yuvan vera level BGM speaks a lot,Positive ,2,0.5714285714285714
731 k likes reached aairuku pangalingala adichi thookalamaa,Positive ,2,0.125
Evanda intha trailer ku unlike pannathu thu,Positive ,2,0.2857142857142857
Naan vaniyan Ella Mohan,Negative ,0,0.0
But still vadivelu is the best hostel warden ever,Positive ,2,0.8888888888888888
Vikram bai Pesama tamil cinema vitu hollywood ponga Ungaluku athan bestu,Positive ,2,0.18181818181818182
Im in Karnataka but I love vijay sethupathi love you sir,Positive ,2,0.6363636363636364
Thala kaaha oru fight scene add pannirukkaanga Thats it,Positive ,2,0.5555555555555556
Innoru national award ah eduthu veinga vandhuta ya thalaiva,Positive ,2,0.4444444444444444
super mind blowing trailer Jai super star rajanikanta sir,Negative ,0,0.7777777777777778
Fans to panday enna da Thala ae yadhutu pesura,Positive ,2,0.3333333333333333
Innaiku ni8 kulah 1 3k like reach aagunum Thala Blood s,Positive ,2,0.45454545454545453
John Wick Vikram version,Positive ,2,0.5
first like poduvom next video va open pannuvom ethu sethu anna video ku mattum than,Positive ,2,0.5333333333333333
U1 drums keyboard lam adichi parakka vittuttaru pola Kola mass u1,Positive ,2,0.36363636363636365
Pondey vs Thala enna vangi kattika poraru pondey poruthurunthu parpom,Positive ,2,0.0
Karthi anna dialogue delivery class masssss,Positive ,2,0.6666666666666666
Thala for womens apdilam nadakadhu nadakka koodathu maranaaaaa mass trailer,Positive ,2,0.3
cvf s lam like pannu ga,Positive ,2,0.6666666666666666
Ella veetu pillaigalum oramaa nillunga Dhanush is coming for you,Positive ,2,0.5
Malaysia lehhh 3D plsss release pannungoooo,Positive ,2,0.16666666666666666
Sotta pathiyin Anil kunjugal romba paaaaaaaaaaaavam,Negative ,0,0.16666666666666666
Mass trailer i love you hand sign i love you hand sign FDFS By Suriya Fan star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2,0.8823529411764706
Maranam Massu Maranam aduku avartha porandu varanum Thalaivar Dhanush,Mixed_feelings ,1,0.1111111111111111
Andha parva marana mass ah iruku,Positive ,2,0.3333333333333333
Shoot the kuruvi shoot the kuruvi,Mixed_feelings ,1,0.6666666666666666
Sotta pathiyin 63 Vadhu Padam Thiruttu Kadhai yaame,Negative ,0,0.0
Poda deei viswasam marana waiting pongala papom,Positive ,2,0.14285714285714285
Dhanush looks like Gramathu Vayasana Thathaa thinking face thinking face,Positive ,2,0.6
Innum pink trailer pakkathave ellam pathutu vanthu comment pannu,Positive ,2,0.3333333333333333
naerkondapaarvai August 8 worldwide release THALA THARISANAM,Positive ,2,0.2857142857142857
School pasanga 6 maniku vanthu dislike poda arampuchutanunga,Mixed_feelings ,1,0.25
Orutharu mela irukura viswaasathuku iniruthara yen asinga paduthuringa Likes for this,Positive ,2,0.36363636363636365
No varthuda Mass thalayda visvasam Peta out,Positive ,2,0.42857142857142855
Who r watching telugu karthi fans like here,Negative ,0,0.625
Thalaiva Ni padam Mattum Nadi adhuvae podhum arasiyal vendam Niyae paran Ni Evlo masssss ha erukanu,Mixed_feelings ,1,0.1875
Ranjith vanthu karthik suburaj kita vangi kudi da Ithan padam Ithu than trailer,Negative ,0,0.23076923076923078
Ji likesa therikka vidunga thalaiver fans semma masssa iruku,Positive ,2,0.0
Last dialogue ellarum kettingala trailer ah full ah parunga semma dialogue,Positive ,2,0.6363636363636364
ayyo en thalaivara parungale evlo alagu ipdi lam padam nadicha kannu pattudum thalaivaa,Positive ,2,0.15384615384615385
Ayyoooo thalaiva marana mass katuringa thalaiva,Positive ,2,0.16666666666666666
Enai nokki payum thotta Eppo release,Negative ,0,0.16666666666666666
Excellent thala your Vera lvl Serapu Mega serapu,Positive ,2,0.375
dai kadaisi varaikum vidhya balan na kaatave illaye y ajith sir ku jodi vidhya balan But avangala trailer la kaamikave illaye,Mixed_feelings ,1,0.2857142857142857
sirpana tharamana sambavangala inemal dha paka pora,Positive ,2,0.14285714285714285
Thul kelapiya semma mass thala getup,Positive ,2,0.3333333333333333
Asuran trailer is asura vadham star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2,0.782608695652174
Kaithi sangathamizhan for diwali apo bigil rolling on the floor laughing rolling on the floor laughing,Mixed_feelings ,1,0.6875
Enna solrathu marana Witting kadaram kondan chiyan Anna aaaaa,Positive ,2,0.2222222222222222
Thala I am waiting ji,Positive ,2,0.6
Intha padathukku askar award kekkuravanga like podunga,Positive ,2,0.42857142857142855
Intha padam rajini nalaye nasamaga pothu,Negative ,0,0.0
I think antha last dialogue intha dislike pannavanungalukku thaan,Negative ,0,0.5555555555555556
when i am seeing vikram here its like john wick,Positive ,2,0.8
Oruthar Mela viswasam kaatradhukaga innoruthara Ean Asinga paduthringa Tharamanaa dialogue,Mixed_feelings ,1,0.3
Yaralaa 12 10 thungame trailer 10m kage pathuttu erukinge,Positive ,2,0.1111111111111111
Video paakamale dislike poda mudiyathaa you tube la appadi oru option kondu vanga intha karumathala paakka mudila hathaa rolling on the floor laughing rolling on the floor laughing,Negative ,0,0.5714285714285714
As A Thalapathy Fan Goiyaale Padam Kandippa Block Buster daa,Positive ,2,0.5
Jst 1k more to hit 800k likes Come on,Positive ,2,0.5555555555555556
Petta enna sumava talaivan effect,Positive ,2,0.2
Vera level Thalaivar AR rahman,Positive ,2,0.6
Thalaivaaaa vera level thalaivaa mass styles semma semma waiting for movie thalaivaa,Positive ,2,0.5
Sirappana Tharamana sambavam pongal annaikku pakka porom,Positive ,2,0.0
brammaaandatha paarthu brammippaaaagardhu yenbadhu yidhuthaaanoa woooooooowwwwwww many times watched but still want to watch hats off to d team 2 0,Negative ,0,0.5714285714285714
Adae apdiye remake pannirukalaam la da yen da theva illama mass elements laam add panni story ah spoil panringa,Mixed_feelings ,1,0.5263157894736842
Indha trailer ku en da unlike panirkinga face palm face palm ‍,Positive ,2,0.6666666666666666
Climax dialogue fans ku pola thinking face thinking face,Positive ,2,0.6666666666666666
Thala Thala Thala,Positive ,2,0.0
Love you Thalaiva Anyone from sri lanka,Positive ,2,0.7142857142857143
Enada panni madhri kootama ivalo Peru irukkinga Singam single a tha varum viswasam Ajith a varum,Mixed_feelings ,1,0.25
Viswasam already 1 m like vandurusu,Positive ,2,0.5
Vera leval,Positive ,2,0.5
