,text,category,label
573,Teateril poi kanan katta waiting ayavar like adiche ikka ishtam,Positive ,2
574,Ntemmo Romam eneett ninn dance kalikkunn Rajaaaa return,Positive ,2
575,entammo romanjaam romam ezhunettu nikkunnu enna trailara laletan marana mass,Positive ,2
576,Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir,Positive ,2
577,Erangana mumb 285 dislike ejjayi mayrol,Negative ,0
578,Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c man,Negative ,0
579,Ithu polichuuu Tovinoo Broii I m also a ichayan of mii kalla kochu,Positive ,2
580,Ee 2019 enna varsham Maamookkant thanne aan,Positive ,2
581,Dislike adichavarkk enthe naduviral namskaram,Negative ,0
582,Trailer kollam but movie flopp aavum,Mixed_feelings ,1
583,Ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu,Positive ,2
584,2 7 k dislikes irangunnadinu munne thanne vannalloooo,Negative ,0
585,Pirates of the Caribbean Peru maati ettal aalkar chilappol like adikkum Aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu,Negative ,0
586,Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan Tovino Achayan Ishtam,Positive ,2
587,Ippozhum repeat adich kanunnavar ivdey like ikka smiling face with 3 hearts smiling face with 3 hearts,Positive ,2
588,immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu mammookka,Positive ,2
589,Mamoookaaaa massssss uff rakshayillaaaa ikka ennum mass ka bapp,Positive ,2
590,Otta peru MAMMOOTY bgm kodoora mass Apo eidum abrahaamin,Positive ,2
591,ikka ennum top lanu one and only raja,Positive ,2
592,yil prithwiraj sukumaran il mallika sukumaran late sukumaran This onam polikkum,Positive ,2
593,vere vella panikk poda nayinte mone thantha kelava lalettante myr nakkan polum anne kond pattillada pooraaaa,Negative ,0
594,Nannayi varatte Manassil niranja Ashamsakal,Positive ,2
595,Ente ponnu mammokka ningalekkondu oru rakshayumillallo,Positive ,2
596,Dislike cheyyan kore ennam irangiyittund,Negative ,0
597,Ikkaykk lalettan fans inte vaka oru adipoli wish,Positive ,2
598,Rajetta ithreyum pratheekshchillaa kidu feel romaanjam Ithu pwolikkum,Positive ,2
599,Trailer poli pakshe Copy sundar sherikkum copy aanenn sammadichu,Mixed_feelings ,1
600,Onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum,Positive ,2
601,Mamangam ikka ithre vendu katta waiting,Positive ,2
602,Ee haters vann dislike adichalum 240k like und makkale,Negative ,0
603,Engane unlike cheyyan thonnanu ee kanikkunath Kerala police nte motham avasta aanu,Negative ,0
604,We r waiting 4 stephen nedumumpalli lalettan rajuvettan combo mooshamaavilla yennariyaam Trailer polich,Positive ,2
605,laletta oru raksha illaa all over super annu thanks to prithvi,Positive ,2
606,Theme doom patrol le pole undallo,Mixed_feelings ,1
607,Ente ammo kidilol kidilam Oru raksha illa Prayathe vellum veeran,Positive ,2
608,Ithu kandittu eganna unlike addikan thothuthooo avoo thinking face thinking face,Positive ,2
609,Ninga polik ikka namma undu koode alla pinne,Positive ,2
610,Asoooya thonua ikka Ikkka nigalu Maass aanu,Positive ,2
611,Innaleyaaane kandath super Padam ellarum famlyaaayi poyi kanan super abinayam,Positive ,2
612,Masss katta waiting Ikka rajuettan fans,Positive ,2
613,Dislike adicheverk oke ente vaka Nadu virel pranamem,Negative ,0
614,2019 eattande um ikkade um thanne anu makkale,Positive ,2
615,ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu,Positive ,2
616,2019 Mammokka angeduthunnu parayan paranju,Positive ,2
617,Jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath waiting lalattan fans,Positive ,2
618,Sahoo movie BGM copy pole undallo thinking face thinking face,Mixed_feelings ,1
619,Unniyettan Polichuu Unni Mukundan Fans Like Here,Positive ,2
620,Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila nthin pakuthi polum ilaaa,Negative ,0
621,Adi poli ini relees aayal mathi,Positive ,2
622,ethil pritvi kanum en manas parayunnu,Positive ,2
623,Superb ikka njn oru ettan ൻ,Positive ,2
624,eth theatre allaam onn kulukkum,Positive ,2
625,Rajuettan making super ini padam koode super hit aya mathi,Positive ,2
626,KATTA WAITING FOR LALETTANSZZZZ MAGIC,Positive ,2
627,Ente ponno oru rkshayum illa,Positive ,2
628,1 divasam 3l kudutal tavane kanunavar arokke und,Positive ,2
629,Mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaaa storong 999,Positive ,2
630,Idoru unddaaa padam thanne avum rolling on the floor laughing rolling on the floor laughing,Negative ,0
631,Ente ponnikka ingal enna monj aane,Positive ,2
632,No words dileepettaaa best actor and janapriya nayakan beautiful trailer,Positive ,2
633,L2 EMPURAN LOADING SOON KALLI THEERNILLA MAKKALLE,Positive ,2
634,Prayaththe vellunna meyazhakkam ulla nadanan megastar prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath,Positive ,2
635,Enna or kidilan bgn aanu ith polikkum,Positive ,2
636,vndum vndum kanan njanum und ettan,Positive ,2
637,E trailer kndapoi Ethra perkku kgf padam ormma vannu,Mixed_feelings ,1
638,Ithu oru poli polikum item,Positive ,2
639,Appo engane pullaare Pwolikuvalle,Positive ,2
640,Charithra purushyan Living legend Mahanadanam Megastar mammootty,Positive ,2
641,Chettatharam kanich App upayogich dislike adichavarod,Negative ,0
642,Hindi movie Newton inte vere version aano thinking face thinking face,Mixed_feelings ,1
643,Kasab filmil Mammooty ye matti Tovino akiya pole ondu Telugu Padam pole,Mixed_feelings ,1
644,I am bangali double kundi mohannlal,Negative ,0
645,Oro thavana kanumbozhum romanjam ikkaaaaa,Positive ,2
646,Action scene itra manoharamai chaiyyan unniyettane kazhinje ollu bakki ellarum chettante carrier best aayirikkum ChandrothPanickar enna kadhapatram waiting,Positive ,2
647,Lad kondupoyi laletta onam sorry,Mixed_feelings ,1
648,Kidu item myrole onnum parayanilllaa adipwoli fdfs Lockeddd ikkkkkkkaaaa loveee uuu,Positive ,2
649,Dislike adikkan thanthaku munp undayavanmar vannallo,Negative ,0
650,Adipowli trailor rajuvetta ettane powerful eyes ela seenillum,Positive ,2
651,Rajayum rajede pillarum stonga tripple strong,Positive ,2
652,Njan idehathinte padam kaannilla,Negative ,0
653,Mammootty ം 68 Mamangam Trailer crossed fingers hand with index and middle fingers crossed crossed fingers hand with index and middle fingers crossed Vere vere Vere level,Positive ,2
654,Nalla kidilan trailer nalla oru family entertainer aanenu thonnunu,Positive ,2
655,Pazhassiraja sharathkumar polichath pole mamankam unnimukundanum polichadukkatte Fit body yaar,Positive ,2
656,Poli ploi nte ponno romanjam,Positive ,2
657,ethinu okkae dislikes adicha Prajanda kunju ghalae nighalkku uluppundo,Negative ,0
658,Athiradi mass aaan ippol thonuva chilarude realease onnum mattandayirunnu enn oru olathin,Positive ,2
659,35 minutes watched 5 more times Stephen nedumpalliyude kalikalkku waiting,Positive ,2
660,Poli poli super ikka poli super double super,Positive ,2
661,Ethenna pottan kaliyo idhano big budget cenimede dialoge,Negative ,0
662,Padam mass verum mass alla kola mass,Positive ,2
663,njan oru katta ettan fan pakshe ikkayude ee unda pollikkum,Positive ,2
664,ikka fan aahn but trailer vijrcha atra vannilla cinema endhayalum polichadukum enn viswasikunnu,Mixed_feelings ,1
665,Poli trailer Dislike motham mohanlal fans ayirikkum,Negative ,0
666,Kuduthal thavaana kanannu thunnuna padam annu oru rakshayum illa polliwchu,Positive ,2
667,Ithano trailer oru dialogue polum illa ekkaude Ullath kurach perum oru vettum,Negative ,0
668,Ikkante trailerlum polichu lalettante trailer polichu we vacation adipoliyayirikum,Positive ,2
669,ikka mass alle lalettan fAns kude ondu,Positive ,2
670,angana pritviye kanan 5 july,Positive ,2
671,release polum akata 1 9k dislike adum kanata pokaruth aa valya manass,Negative ,0
672,Lalettan Lucifer pwolich aduttat Mammookka de Madura Raja malayalatile 2 megastars,Positive ,2
673,Kandu pinnum kandu veendum kandu sheham kandu ippol kandu ithu kazhinuu kandu,Positive ,2
674,Oru Adaaar Item Ikka pwolikkum Marana Maaasssssss,Positive ,2
675,Nde ponnu idivitte powlich adachu adichu powlikkeda makkale mammoooka,Positive ,2
676,Oru narasimham usthad okke orumich kanda oru sughm kittyy kuliroodu kuliru laaleettaa raju no rekshaa iniyum kaanan thonnunnavr like,Positive ,2
677,Eganegilum 12 aam thiyathi aaya mathiyaayirunnu katta waiting,Positive ,2
678,Veendum veendum Vann kaanunnath njan maathramaano,Positive ,2
679,Enthaylum Oru adaar feel undu Tamil look,Positive ,2
680,68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka,Positive ,2
681,Pwoli trailer sunny chechiii istam ikka jeevanaanu,Positive ,2
682,padam hit pani ariyavunnavar film pidichal trailer kandalum goosebumps varum,Positive ,2
683,L Prithviraj lalettanilude oru adaar item thanne kond vanno,Positive ,2
684,Adipoli trailer movie kanan wi8ing oru psycho indannu prathishikaam,Positive ,2
685,Ikka fan aanne Ennalum parayuva kolakolli item,Positive ,2
686,Puli ooodu kandam vazhi ooodan paray ipozhe,Negative ,0
687,Ithe kandirikkum enn ullvar like itte pokko face with raised eyebrow face with one eyebrow raised face with raised eyebrow face with one eyebrow raised,Positive ,2
688,Njan laletten fananu pakshe trailer kandu romam enittu nikkinnu,Positive ,2
689,ikka and rajuettan uff goose bumps,Positive ,2
690,Sound athu screenil kanam lalettan polikkum,Positive ,2
691,Ine lucifar loosaavum illenkil raaja loosakkum ntammo kidu mammookka,Positive ,2
692,Uff Mammookka entry BGM Stunning trailer,Positive ,2
693,Evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole thaadi vecha pinne payyan pwoli alle luv u Lalettaa,Positive ,2
694,Nt ikka ingalu verm ikka allatto ponnikkaya,Positive ,2
695,Immathiri mass Last aa chadi idi super Ethu polikkum Ikka um pillareum triple Strong aaa,Positive ,2
696,Anttemoo anthayith akkee kudee oru koritharip,Positive ,2
697,Prithividae padam nalla kaaryam but manju indallo pottumennu urappu,Mixed_feelings ,1
698,Aa chekkan polikan ulla ella chance um kanunnund,Positive ,2
699,Superb Laletta Love you lotsssss Othiri ishtam Lalettane,Positive ,2
700,Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr,Negative ,0
701,Ikka poliyhanu ithreyum prayathil inghanew okke nikkunillew ikka vere level annu poli ahh ikka,Positive ,2
702,Ayippan poli an muthe ni an muthe hero ayappan fans like,Positive ,2
703,Odi vidyakal kannan kathu nilkukyanu laletta,Positive ,2
704,Potta padam 2million views polum illatha ee oola padam potti paaleesavum Antony perumbaavoor kuthuvaala Edukentiverum not an ikka fan,Negative ,0
705,Ente anna oru rakshaym ella Adipwoli,Positive ,2
706,Bgm repeat mode njan maathram aano,Positive ,2
707,Ithilum mikacha trailer swapnangalil mathram,Positive ,2
708,Mass odiyan Mass kollamass kattaa waiting kidilam,Positive ,2
709,Katta katta katta katta waiting cant wait man,Positive ,2
710,Daivam oroon kond varum Ennit pottipoliyum Verute collection kittan vendiii advertisement rolling on the floor laughing rolling on the floor laughing,Negative ,0
711,Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam,Negative ,0
712,Entho ishtam aanu ellarkum ee Ittimaniye,Positive ,2
713,ikkaa polichu big b mood poli bgm,Positive ,2
714,Machane pwolii item inka pwolikkum Thakarkkum,Positive ,2
715,Kiduvo kidu onnum parayan illaa,Positive ,2
716,Padma innaanu kande,Negative ,0
717,Ethippoo ൂ െ mohanlalinte make over aayinda,Mixed_feelings ,1
718,Laletta adich policho laletta Nigaloru muthaan ie padam Vijayikom nokiko apo,Positive ,2
719,6 4k dislike Ijjathii rodhanam annaloo,Negative ,0
720,Powlichu,Positive ,2
721,LuCIfeR polichu poli,Positive ,2
722,Soubinum Suraj ettanum polichuuuu padam poliiiii oru family ayittum kannan pattiya nalla padaaammm,Positive ,2
723,E Nanjankottayil aarudeyumkanneroppan vannavanalla njan Ennal karayikunnavanteyokkry Tala njan adichupolikum Kidu kidu kidu mass punch dialouge,Positive ,2
724,Mammokka Ennum oru lahariyaanu Annum Ennum athbudappeduttiyittey ullu Padam oru vambhan hittakum minimum 250cr kadakkum lookam vaaythum mammotty enna,Positive ,2
725,Acting illa baki illathoke pinne,Positive ,2
726,Ivide Palakkad Jayettan Fans club nnu ashamsakal Adichal romam ennikum athaanu Thrissur pooram,Positive ,2
727,ം ൊ HBD mammokka By Die hard ettan fan,Positive ,2
728,Mobile phonil kadapoolee ekkane appole theateril anakilo,Mixed_feelings ,1
729,Onnum parayan illa laletta u trigger again,Positive ,2
730,Dae Ajithaaa copy adikathada Mohan Lal,Negative ,0
731,Gilla plus loham plus ramaleelaa naariya kopi adiii,Negative ,0
732,Dear Mammookka,Positive ,2
733,Onnil kuduthal kanda trailer ambooo powli,Positive ,2
734,Ramesh pisharadi aanu director ennu kettapo valippu padam aakumennu karuthi trailer kandapo mosamakilla ennoru prithisha vannu,Mixed_feelings ,1
735,Official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal,Negative ,0
736,As a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte,Positive ,2
737,Youtube hang avan ready ayiko L,Positive ,2
738,ippo mansilai e padam 8 nilayil pottum,Negative ,0
739,Onnu urappa full entertainment movie yaa Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum,Positive ,2
740,Lalettan Prithivi combo vera level Pwolichu Lalettan Prithivi fans like adiku makkale,Positive ,2
741,Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum,Positive ,2
742,29K Dislike adichavar Padam kandu kaanum lo Oro Dhurendhangal,Negative ,0
743,Alinje polinja trailer odiyan aakumo nerd face nerd face,Negative ,0
744,Dialogue pora msmmookka paranjaal onnoode ushaaraayene,Negative ,0
745,trailer kidukki look at the likes,Positive ,2
746,38k views 20k like polichu,Positive ,2
747,Tovino Namak uruttane Ayyyo adipoki mass muvi ayrkum katta waiting,Positive ,2
748,Direction maarakam prituiraaj nee tanne cheytathaano atho ariyunnavare kondu cheyyichathaano aaraayaalum massayittundu Well job man,Positive ,2
749,Ichayan kasari Kiduki Porich Njgal tcr karude swagraya ahagaram,Positive ,2
750,King is oll ways king call me hand call me hand ം,Positive ,2
751,Amitha pratheesha vekunila anyway katta waiting,Mixed_feelings ,1
752,Nenjinakath Lalettan Nenjuvirich kond parayum numma oru lalettan fan anenn waiting,Positive ,2
753,sathyam paranjaal trailer oru maja illaa,Mixed_feelings ,1
754,Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa,Mixed_feelings ,1
755,Vannu vannu avan vannuIkka love yuu,Positive ,2
756,Evdeyokkeyooo Oru pulimurugan dadi Girija Fight Music Evdeyokkeyooo thinking face thinking face,Mixed_feelings ,1
757,Happy birthday mammukka gana gandharvan polichadukkum next block bluster,Positive ,2
758,Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh smiling face with 3 hearts smiling face with 3 hearts,Positive ,2
759,entry istam like for lusifer lalettan,Positive ,2
760,Oru rakshayumilla repeated mode on Njan kandathil vech ettavum best trailer,Positive ,2
761,Katta pretheekshaaa Luv u alla,Positive ,2
762,Eeee cinema thanna venuchettan muthaaan muthumaniyaanu,Positive ,2
763,Ente ponno maranamass item Kidilan making Fight apaaram Sound modulation oru rakshayumilla Oru adaru item thanne,Positive ,2
764,Ini vendathu oru 100kodiyanu athu ithiloode kittatte,Positive ,2
765,Padam vere level aaavum Mammulaaaal fanz,Positive ,2
766,Teaser pole oombiyilla Trailer kidukki Lalettan Fan,Mixed_feelings ,1
767,Kozhopolla,Mixed_feelings ,1
768,6 3 dislike veru verupp athanne karanam,Negative ,0
769,Mamangathine Ajaygopal fansinde vijayasamsakal,Positive ,2
770,Ende ponnoe ejathy trailer kandall ariyam ikka ethu rengill ulla allannennu,Positive ,2
771,Orroo framintayum quality Rajuattan magic,Positive ,2
772,Mammootty pwolikkum,Positive ,2
773,Mammookka Uff ijjathi Ente ponnikkkaa polichuuu Katta waiting,Positive ,2
774,Haters pani thodangind makkale sahikunnilla avrkithe kanditte,Negative ,0
775,Aettanta padathin ikka fansnte ashamsakal hugging face hugging face,Positive ,2
776,Yedaa Mamooty poora,Negative ,0
777,avasanethe chadiyulla adi adh polich ikkaaaaaa,Positive ,2
778,Madhuraraja teasor kandu nalla katta bore ayittu undu Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla,Negative ,0
779,Ente Ponno Goosebumps kidu bgm,Positive ,2
780,Trending No 1 Varanam jayettan daaaaaaaaaaa,Positive ,2
781,Pratheeksha nallonam und,Mixed_feelings ,1
782,Unlike adicha mammunni fansinu irikkatte oru kuthirapavan,Negative ,0
783,Jeyetta padam full undo trailer il Sambavam colour aayittundalloo,Positive ,2
784,Family entertainer Family kk kanan pattatha movie full inner meaning,Negative ,0
785,Vere Level One Ikka Rajuvettan,Positive ,2
786,Entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa,Positive ,2
787,Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy,Positive ,2
788,Njaanum our Tovino enna actora ishtapedunna alu thannaya trailer mass ayitundu but achaayanta soundinu mass effect kurachu kuravaanu,Mixed_feelings ,1
789,Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam,Negative ,0
790,Ikkaaaaa Ingale ennaa level aah Ee prayathilum body Muthane,Positive ,2
791,Raju ettan powli,Positive ,2
792,Trailer cut േ editor Donmax േ െ െ,Positive ,2
793,Oh iyalude Ela padavum iyalu jailil kidana anubavavumayi copy Anu Nala pila anu enu kqnikan akum,Negative ,0
794,innanu movie kandathu kidu nnu paranjal pora kidilokkidilam,Positive ,2
795,Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu,Negative ,0
796,Idvere vere chilar parannadaaannn muruga nee theernnada ennn ini nangal mammookka fans sherikkum parayunnnu MURUGAAA NEE THEERNNADA IKKA LOVE,Positive ,2
797,sathyam parayalow kaNubol ente police traing kalam ormavarunu,Positive ,2
798,Dislike adichavarod nammal lalettan fans n verum pucham matrame ullu Lalettan ishtam Lalettan uyir,Positive ,2
799,50 dhe pravshyem kandu kolakkolli trailer,Positive ,2
800,Iyaalkkokke cinema nirthi DQ nte makkale nokki veettil irunnoode,Negative ,0
801,Enta ponna oru rashayum ila kidu padam,Positive ,2
802,Suraj ettan powli koode soubin ekka pine paryano katta Waiting anee,Positive ,2
803,Trailer kandappazhe urappichu padam mass vijayichu,Positive ,2
804,im from mars but i love laletan,Positive ,2
805,Ikkayude johny walker ormma varunnuu vere level,Positive ,2
806,Ithupole oru trailer iniyundakumennu thonunnilla Superb,Positive ,2
807,IKKA PWOLI BGM oru rakshayum illa,Positive ,2
808,Jayasurya chettan mass lookaaa pakka mass don,Positive ,2
809,Mammookka de adutha 100 kodi padam aayirikkum ennu urapp ullavar like adikkada pillere,Positive ,2
810,6 1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi,Negative ,0
811,dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2,Negative ,0
812,Ikka fan aaya Nikku nalla urappundu,Positive ,2
813,Ikka powlichu onnum parayanilla trailer ethanel padam enthakum,Positive ,2
814,To be very frank,Negative ,0
815,Tovino look BGM vere level,Positive ,2
816,bgm korachoode nannaakkayirunnu fan made bgm poley,Mixed_feelings ,1
817,Mass mass pakka masss,Positive ,2
818,Mamangam nte ammooo marana massss trailer verum item allaaa ith oru onnonnara item anuu ikkaaaaaaa,Positive ,2
819,Teaser ille kittiya mass triller ille kittilla,Mixed_feelings ,1
820,Dislike adikan mtram Kure per nokiyiriunna polund,Negative ,0
821,Oru pandi padathinte trailer innu irangiyitundu kandavar onnu parayane avide ellaam thribilaa rolling on the floor laughing rolling on the floor laughing,Negative ,0
822,Njan oru ikka fan alla paksha as a malayali i am katta weiting for raja 2,Positive ,2
823,Dislike adichavar ettavum valiya oolakal bldy idiots,Negative ,0
824,Karayippikuvo muthe Happy bday ikka Waitg,Positive ,2
825,Eth vetavalliyanmara dislike adiche,Negative ,0
826,Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram,Negative ,0
827,Ithu enthanu kilichundan mambazhamb 2 parto hihi comedy padamanennu thonunnu,Negative ,0
828,Lalletan fansinte ella supportum und ikka Ethu porikum Oru samsayavum venda,Positive ,2
829,ith oru oola padam aayirikum enn manass parayunu,Negative ,0
830,Ravanan aya avane nerkuner illaathakkan oru maha avatharam thanne vendi varum poli,Positive ,2
831,Happy birthday Ikka love u Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum,Positive ,2
832,Oru pooram Trilar Vijariichu Vannappooo oRu Mass Trilar aayiii thoonniyavarr Like Aahdii,Positive ,2
833,Trailer kollarkium nu oru pratheeksha ondarinnu pakshe ithu athukkum mele,Positive ,2
834,Eathu nayinte makkal avao dislike adiche,Negative ,0
835,Polichu ikka suppar u r great,Positive ,2
836,Ith ini indian cinema yude mamangam,Positive ,2
837,Dislike um kurayunnu 23k ninnu 13k aayi appo ee chettatharam kanichathu aaru ennu parayendelloo,Negative ,0
838,Ipo tanne 5 vattam kandu vallatoru trailer,Positive ,2
839,Super bb Lalettaaaa,Positive ,2
840,Njanetha parayendath Onnum parayaanilaaaaaaa Laaaaalettttttttttaaaaaaaaaa ummmmmm aaaaaa,Positive ,2
841,Pworich kurach kalangalaayi ijjathi padem Tamil mathram aannu kandirunnath eni malayalathilum kannaan ulla bhagyem Ind Poli Poli poli,Positive ,2
842,Next pullikaran stara or uncle loading face with hand over mouth smiling face with smiling eyes and hand covering mouth face with hand over mouth smiling face with smiling eyes and hand covering mouth,Mixed_feelings ,1
843,Trailer kalaki Pwolichu madhura raja cenimakku vendi katta waiting,Positive ,2
844,Super trailer cinema kandale bakkie parayan kaziykka llu,Positive ,2
845,Ithu pole bgm ulla mass trailer ithu vare iragiyittila,Positive ,2
846,Music chila sthalangalil alambayi dialogue perfection kittunnilla,Negative ,0
847,Dislike full odiyan kanji fans,Negative ,0
848,Odiyante sheenam njnga lalettante piller ee luciferil ang theerkum,Positive ,2
849,Class trailer,Negative ,0
850,Lalettan illatha eanth sinima le makkale kodk like,Positive ,2
851,Rajuvetta ningal maranmass love you oru great success avate,Positive ,2
852,Lucifer movie kanditt ethil comment edaan vannavar like adi Mass lucifer lalettan mass,Positive ,2
853,Kidukkachi laletta ningal mass alla kolamassanu,Positive ,2
854,Ethu puthu charitharam,Positive ,2
855,Onnu vegam dec 14 ayya mathiyayirinnu,Positive ,2
856,Kidukachi trailer Bgm oru rekshayum ella,Positive ,2
857,Sathyam paranjaal trailer kandit vella majjeyonnullalla,Positive ,2
858,Hacking likes um Views um koottan nokiyitt moonjipoya mammootti fans evdede Oru Maryadhayoke Vendedey,Negative ,0
859,Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam,Positive ,2
860,Ithu Vera levelakum urappa Ela ikka fansinum all best,Positive ,2
861,Ufffffff ichayaaa pwolich ur die hard fan 4 ever,Positive ,2
862,Adipoly star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes kidue,Positive ,2
863,Nalla padam ayirikatte odian pole akathirunnaal madi all the best,Positive ,2
864,Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka,Positive ,2
865,Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu cheyithittundu,Negative ,0
866,Oooohhhh oru rakshayum illaaaa Pwolii poppwoliiii Ingalaan thaaram,Positive ,2
867,Kilichundan maambazhathile slang Oru matullalaa,Mixed_feelings ,1
868,Ende ponno 68 vayasaya oraluda body thanneyano ith star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes NAMICHU PONNIKKAAAA,Positive ,2
869,Immanuvel pokan pokunna item kikidu hbd mammokka,Positive ,2
870,Nanayitunduuu trailer kurachu koodi nanakam ayirunu,Positive ,2
871,Surajettante voice oru podik koodi aged avannu,Negative ,0
872,Rashtriyam,Negative ,0
873,Minimum 3 Thavana kanathathayi arum kanilla,Positive ,2
874,Mass nnu paranjaa ikkayaanu MASTER of MASSES Adaar trailer Mammookkaaa,Positive ,2
875,njn kandathl Etavum mikacha trailer yennu thanne prym 3 ikka,Positive ,2
876,Kanji fans dis like adichu thakarkkunnudu,Negative ,0
877,Hpy bdya ma lovely ikka,Positive ,2
878,Ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla,Mixed_feelings ,1
879,Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli,Positive ,2
880,Ente ammo kidilam trailer MR,Positive ,2
881,Katta waiting maranamass trailer,Positive ,2
882,All the best for movie mamankam katta lalettan fan,Positive ,2
883,1 45 enta ponooo ota peru Mammootty,Positive ,2
884,Ejjath oru rakshayum llaaaa katta waiting,Positive ,2
885,Ith verum mass alla marana mass,Positive ,2
886,Ente mone al powli ikka ishtam,Positive ,2
887,Appol lalettante padathinte Record ellam thakarthu eriyan pokunnu alle ayikotte malayala Cinema uratte,Positive ,2
888,Trailer kandathode padathinu oru theerumaanayi chali padam,Negative ,0
889,tamil telungu malayalam orrumichu release cheydhal valiya orru sambvam aggum,Positive ,2
890,Ente ponnnnoooooo Vere level,Positive ,2
891,Njan laalettan fana pakshe i love this movie,Positive ,2
892,Tovino machane fight scene poratto eniyum valaraan undu,Negative ,0
893,Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl,Positive ,2
894,Trailerin otta kurappama ullu njankluda ikkayuda face kandela,Mixed_feelings ,1
895,Chechiuede mukham kandu like cheythavar aroke ikka,Positive ,2
896,Powli trailer Ikka oru rakshayum illa kidu,Positive ,2
897,Jo jeetha wohi sikhandar oke pole undu,Mixed_feelings ,1
898,Kidilan trailer ikka ushaarrr ithu super hit aakumennu urappichavar ivide chumma likeetu pokko,Positive ,2
899,Lalettan Masss Lalettan ki jaiii,Positive ,2
900,Lucifer ini kandam vayi odedi varum,Negative ,0
901,laletta polliku full support annu,Positive ,2
902,35 oru pulimurukan touch vannu enthayaalum sambavam kidkeetund,Positive ,2
903,Mamooka we love u so much,Positive ,2
904,Kalki super hit akum enn Bonny parayan paranju,Positive ,2
905,Oru kgf trailer polee Lalettan pakkaa massss,Positive ,2
906,Romanjification Lalettan Masssssssss Manju chechi Vere Level,Positive ,2
907,0 27 trailer െ mass dialog,Positive ,2
908,Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu,Positive ,2
909,Ufffff Pwoli lalattaa Katta waiting,Positive ,2
910,Tripple strong nnn paranjapam daridryam akumn vjarich idh takarthuto waiting ee prayatilum thalarata aavesham ingal vallatoru manusyan thanne,Positive ,2
911,polimass item heavy mass Lalettan,Positive ,2
912,Nte ponno oru rakshayum illatta makinggg polichu MAMMOOKKAA,Positive ,2
913,Nammude prithvi amgane veruthe onnum direct cheyillalloo Lalettante kure nallukalyi irangunnathil aattavum nalla movie,Positive ,2
914,Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe,Negative ,0
915,ethra thavana kandaalum veeryam koodunna kolakolli item,Positive ,2
916,Any way kidu sanam Waiting randamuzham,Positive ,2
